Grade Distribution for Fall 2012 Undergraduate Courses at UC Berkeley,,,,,,,,,,,,,,,,,,,,,,,,,,,
Academic Year: 2012-2013,,,,,,,,,,,,,,,,,,,,,,,,,,,
Semester: Fall (End of Term Data),,,,,,,,,,,,,,,,,,,,,,,,,,,
Source: Cal Answers ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Course Type: Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,
Course Level: 0-199,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVC-BRP: Office of Planning and Analysis (kbs) 5/5/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,
Excludes classes where all students received the same grade & excludes classes with fewer than 10 enrollments (privacy issue),,,,,,,,,,,,,,,,,,,,,,,,,,,
Semester Year Name Concat,Crs Academic Dept Short Nm,Course Subject Cd,Course Subject Short Nm,Course Number,Section Nbr,Course Title Nm,Instr Name Concat,Course Control Nbr,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,Pass,Satisfactory,Not Pass,Unsatisfactory,Incomplete,Total Grades for Course
2012 Fall,History,HISTORY,History,103F,002,Proseminar: Asia,Gita Pai,39426,1,1,3,2,1,1,1,,,,,,,2,,,,,12
2012 Fall,History,HISTORY,History,103U,002,Proseminar: Cmprtv,Faiz Ahmed; Maureen Miller,39459,,7,4,,,1,,,1,,,,,,,,,1,14
2012 Fall,History,HISTORY,History,105A,001,Arch/Class Greece,Matthew Simonton,39468,,7,9,5,3,5,1,1,,1,,,4,5,,2,,1,44
2012 Fall,History,HISTORY,History,109C,001,Mid East 1750-Pres,Thomas Hill,39477,9,17,7,3,,1,,,,,,,,4,,,,,41
2012 Fall,History,HISTORY,History,111A,001,Se Asia To 18 Cent,Peter Zinoman,39480,,4,3,6,1,,,,,,,,,1,,1,,1,17
2012 Fall,History,HISTORY,History,116D,001,20th Century China,Wen-Hsing Yeh,39492,3,6,11,5,6,5,2,3,,1,,,1,6,,1,,,50
2012 Fall,History,HISTORY,History,118A,001,Japan To 1800,Mary Berry,39507,,7,7,2,4,1,,,,,1,,1,2,,,,2,27
2012 Fall,History,HISTORY,History,120AC,001,Am Env/Cultrl Hist,Robert Chester,39516,1,16,9,8,7,1,,,,,,,,24,,,,,66
2012 Fall,History,HISTORY,History,122AC,001,Antebellum America,David Henkin,39543,,15,52,32,14,7,2,3,,,,,,29,,1,,2,157
2012 Fall,History,HISTORY,History,124A,001,U.S. Late 19th-1940,Richard Candida Smith,39546,,42,33,25,25,8,1,4,1,,,,2,7,,4,,2,154
2012 Fall,History,HISTORY,History,125A,001,Afric-Am 1550-1861,Waldo Martin,39566,1,4,9,3,3,2,,1,6,1,,,7,,,,,,37
2012 Fall,History,HISTORY,History,126B,001,Amer West From 1850,Mackenzie Moore,39567,,4,7,5,3,2,1,3,,,,,2,7,,,,,34
2012 Fall,History,HISTORY,History,130B,001,Us Diplo From 1945,Jane Cho,39570,2,16,18,16,12,6,3,1,2,,,,,18,,,,,94
2012 Fall,History,HISTORY,History,C132B,001,Intellectual His Us,David Hollinger,39573,,6,18,15,8,4,,,,,,,,8,,1,,,60
2012 Fall,History,HISTORY,History,136AC,001,Gender 20th C Us,Lisa Cardyn,39588,,7,9,8,3,2,,2,2,,,,2,12,,1,,4,52
2012 Fall,History,HISTORY,History,138,001,Science In U.S.,Robert Chester,39597,,1,5,3,5,1,,,,,,,,28,,1,,,44
2012 Fall,History,HISTORY,History,138T,001,Us Science Calteach,Robert Chester,39600,,4,4,4,4,1,,,,,,,1,,,1,,,19
2012 Fall,History,HISTORY,History,141B,001,Mod Latamer Society,Louis Segal,39606,,2,8,4,12,8,3,3,2,,,,1,5,,1,,,49
2012 Fall,History,HISTORY,History,158C,001,Europe 1914-Pres,Mark Sawchuk,39624,,9,24,18,30,17,3,5,1,,2,,,10,,4,,,123
2012 Fall,History,HISTORY,History,162A,001,Eur Diplo 1648-1914,David Wetzel,39645,8,39,32,11,10,5,2,,,,,,3,16,,1,,,127
2012 Fall,History,HISTORY,History,165D,001,Erly Mod Europe Soc,Tyler Lange,39647,,4,7,2,4,1,,,,,,,3,4,,1,,,26
2012 Fall,History,HISTORY,History,171B,001,Russia 1721-1917,Victoria Frede,39654,,4,9,18,8,6,,1,,,,,1,7,,2,,1,57
2012 Fall,History,HISTORY,History,C175B,001,Jewish Civ Modern,John Efron,39657,,4,3,3,2,,,,,1,,,1,2,,1,,,17
2012 Fall,History,HISTORY,History,177A,001,Armenia To 1500,Stephan Astourian,39666,1,4,3,,,,1,1,1,,,,,,,,,,11
2012 Fall,History,HISTORY,History,185B,001,Xianity From 1250,Thomas Dandelet,39669,,2,6,10,6,8,2,2,,,,,,13,,3,,,52
2012 Fall,History,HISTORY,History,C187,001,Human Rights,Stefan-Ludwig Hoffmann,39672,,13,26,13,13,7,1,2,,,1,,4,8,,2,,,90
2012 Fall,History of Art,HISTART,History of Art,R1B,001,Visual Experience,Carl Gellert; Shahrzad Ehya,04803,,9,3,4,1,1,,,,,,,,,,,,,18
2012 Fall,History of Art,HISTART,History of Art,R1B,002,Visual Experience,Edwin Harvey; Shahrzad Ehya,04806,,1,4,6,2,3,,,,,,,1,,,,,,17
2012 Fall,History of Art,HISTART,History of Art,R1B,003,Visual Experience,Amy Kim; Shahrzad Ehya,04809,,5,,5,3,1,,,,,,,,1,,,,,15
2012 Fall,History of Art,HISTART,History of Art,R1B,004,Visual Experience,Shahrzad Ehya; Yasmine Van Pee,04812,,7,4,3,2,1,1,,,,,,,,,,,,18
2012 Fall,History of Art,HISTART,History of Art,R1B,005,Visual Experience,Eva Hagberg; Shahrzad Ehya,04815,1,4,5,2,2,2,,2,,,,,,,,,,,18
2012 Fall,History of Art,HISTART,History of Art,R1B,006,Visual Experience,Shahrzad Ehya,04818,,5,5,6,,,,,1,,,,,,,,,,17
2012 Fall,History of Art,HISTART,History of Art,R1B,007,Visual Experience,Elizabeth Ferrell; Shahrzad Ehya,04821,,4,7,2,3,2,,,,,,,,,,,,,18
2012 Fall,History of Art,HISTART,History of Art,R1B,008,Visual Experience,Marcelo Sousa; Shahrzad Ehya,04824,,2,7,3,5,1,,,,,,,,,,,,1,19
2012 Fall,History of Art,HISTART,History of Art,R1B,009,Visual Experience,Catherine Telfair; Shahrzad Ehya,04827,,3,6,4,2,2,,,,,,,,,,,,,17
2012 Fall,History of Art,HISTART,History of Art,30,001,Art Of India,Sugata Ray,04830,,21,5,14,10,1,1,6,1,,,,,7,,1,,,67
2012 Fall,History of Art,HISTART,History of Art,35,001,Art & Arch In Japan,Gregory Levine,04842,3,9,10,9,5,3,1,4,,,1,2,,3,,,,1,51
2012 Fall,History of Art,HISTART,History of Art,51,001,Intro Medieval Art,Beate Fricke,04854,10,6,5,4,5,1,1,,1,,,,,10,,2,,,45
2012 Fall,History of Art,HISTART,History of Art,100,001,Theories & Methods,Justin Underhill,04866,,15,19,24,11,1,,,,,,,,2,,1,,1,74
2012 Fall,History of Art,HISTART,History of Art,C120B,001,Art Ancient Meso 2,Marian Feldman,04878,,3,12,3,1,1,1,,,,,,1,1,,1,,,24
2012 Fall,History of Art,HISTART,History of Art,C121A,001,Topics Islamic Art,Heba Mostafa,05211,1,4,3,1,1,,,1,,,,,,2,,,,1,14
2012 Fall,History of Art,HISTART,History of Art,131C,001,Art In Mod China,Patricia Berger,04926,,17,12,3,1,,2,2,,,,,,8,,2,,,47
2012 Fall,History of Art,HISTART,History of Art,169A,001,Elizabethan Renaiss,Elizabeth Honig,04890,,9,8,7,7,2,1,,,,,,,3,,,,,37
2012 Fall,History of Art,HISTART,History of Art,171,001,Mod Spain/Col Amer,Todd Olson,04950,1,9,3,9,2,4,1,1,,1,,,,,,,,1,32
2012 Fall,History of Art,HISTART,History of Art,185A,001,Amer Art From 1800,Margaretta Lovell,04902,,3,7,9,8,5,3,1,,1,,,,9,,2,,,48
2012 Fall,History of Art,HISTART,History of Art,186A,001,Early 20th Cent Art,Jacqueline Francis,04914,,24,21,11,3,,1,,1,,,,1,5,,1,,,68
2012 Fall,History of Art,HISTART,History of Art,190B,001,Ancient,Christopher Hallett,04938,,3,8,5,5,1,1,,,,,,,1,,,,,24
2012 Fall,History of Art,HISTART,History of Art,192H,001,Mod/Contemp Art,Julia Bryan-Wilson,04980,,9,2,,,,,,,,,,,,,,,2,13
2012 Fall,Hlth & Med Sci Grad Grp,HMEDSCI,Health & Medical Sciences,198,004,Directed Group Stdy,Ann Stevens,38633,,,,,,,,,,,,,,11,,1,,,12
2012 Fall,Hlth & Med Sci Grad Grp,HMEDSCI,Health & Medical Sciences,198,005,Directed Group Stdy,John Swartzberg,38636,,,,,,,,,,,,,,9,,1,,,10
2012 Fall,IAS Teaching Program,ASIANST,Asian Studies,10,001,Intro To Asia,Keila Diehl,05753,,14,35,22,11,6,1,1,1,,,,3,35,,,,,129
2012 Fall,IAS Teaching Program,ASIANST,Asian Studies,150,001,Special Topics,Eunsu Cho,05786,4,1,4,,,,,,,,,,,1,,,,,10
2012 Fall,IAS Teaching Program,ASIANST,Asian Studies,150,002,Special Topics,Keiko Yamanaka,05789,,22,4,3,,,,,,,,,,3,,,,,32
2012 Fall,IAS Teaching Program,ASIANST,Asian Studies,150,004,Special Topics,Song Pae Cho,05855,1,12,6,,1,,,,,,,,,5,,,,,25
2012 Fall,IAS Teaching Program,ASIANST,Asian Studies,198,002,Directed Group Stdy,Daniel Sargent,05858,,,,,,,,,,,,,,17,1,1,,,19
2012 Fall,IAS Teaching Program,DEV STD,Development Studies,C10,001,Intro Development,Joshua Jelly-Schapiro,18603,,38,20,22,11,10,2,3,2,,2,,1,7,,1,,1,120
2012 Fall,IAS Teaching Program,DEV STD,Development Studies,150,001,Adv Study Dev Study,Gillian Hart,18633,,2,2,1,8,8,1,3,2,1,2,,,2,,4,,1,37
2012 Fall,IAS Teaching Program,GPP,Global Poverty & Practice,105,001,Global Practice,Clare Talwalker,38303,2,12,3,3,1,1,,,1,,,,,,,,,,23
2012 Fall,IAS Teaching Program,GPP,Global Poverty & Practice,115,001,Global Poverty,Ananya Roy,38312,9,103,111,51,23,16,4,3,1,2,,,1,28,,,,,352
2012 Fall,IAS Teaching Program,GPP,Global Poverty & Practice,196,001,Global Capstone,Khalid Kadir,38390,,3,6,4,,,,,,,,,,,,,,,13
2012 Fall,IAS Teaching Program,GPP,Global Poverty & Practice,196,002,Global Capstone,Genevieve Gonzales,38393,2,5,5,6,1,,,,,,,,,,,,,1,20
2012 Fall,IAS Teaching Program,GPP,Global Poverty & Practice,196,003,Global Capstone,Khalid Kadir,38396,,2,3,4,3,1,,,,,,,,,,,,,13
2012 Fall,IAS Teaching Program,GPP,Global Poverty & Practice,196,004,Global Capstone,Genevieve Gonzales,38399,,2,6,1,2,,1,,,,,,,,,,,,12
2012 Fall,IAS Teaching Program,IAS,International & Area Stds,45,001,Survy World History,Stephanie Ballenger,46403,,22,24,38,43,28,9,18,2,5,,,3,5,,1,,1,199
2012 Fall,IAS Teaching Program,IAS,International & Area Stds,98,004,Directed Group Stdy,Ananya Roy,46613,,,,,,,,,,,,,,18,,,,1,19
2012 Fall,IAS Teaching Program,IAS,International & Area Stds,102,001,Scope And Methods,Clare Talwalker,46433,,7,14,5,1,2,,,,,,,1,,,,,,30
2012 Fall,IAS Teaching Program,IAS,International & Area Stds,102,002,Scope And Methods,Laura Nathan,46436,,,6,5,2,,1,,,,,,,,,,,,14
2012 Fall,IAS Teaching Program,IAS,International & Area Stds,106,001,Inter Micro Theory,Maximilian Auffhammer,46448,1,21,22,33,43,11,17,10,7,,,,3,1,,1,,1,171
2012 Fall,IAS Teaching Program,IAS,International & Area Stds,C118,001,Intro Econometrics,Elisabeth Sadoulet,46490,2,2,1,1,4,5,1,1,1,1,,,1,,,,,,20
2012 Fall,IAS Teaching Program,IAS,International & Area Stds,150,001,Adv Std In Ias,Bruce Newsome,46502,,6,5,4,2,,1,,,,,,,3,,,,,21
2012 Fall,IAS Teaching Program,IAS,International & Area Stds,C175,001,Econ Climate Chg,Christian Traeger,46508,,4,2,6,6,4,1,,,,,,,2,,,,,25
2012 Fall,IAS Teaching Program,IAS,International & Area Stds,194,001,Senior Sem In Ias,Tara Graham,46520,,6,2,2,3,,,,,,,,,1,,,,,14
2012 Fall,IAS Teaching Program,IAS,International & Area Stds,198,003,Directed Group Stdy,Ananya Roy,46532,,,,,,,,,,,,,,27,1,1,,,29
2012 Fall,IAS Teaching Program,IAS,International & Area Stds,198,004,Directed Group Stdy,Ananya Roy,46534,,,,,,,,,,,,,,36,,4,,,40
2012 Fall,IAS Teaching Program,LATAMST,Latin American Studies,10,001,Intro Latin Am Stud,Tiffany Page,49103,,8,12,16,17,6,,,1,,,,,3,,1,,,64
2012 Fall,IAS Teaching Program,LATAMST,Latin American Studies,150,001,Advanced Studies,Clara Nicholls,49115,,26,6,1,,,,,,,,,,1,,,,1,35
2012 Fall,IAS Teaching Program,M E STU,Middle Eastern Studies,150,001,Adv Std Middle East,Emily Gottreich,57012,,5,2,5,2,2,,,,,,,,,,,,,16
2012 Fall,IAS Teaching Program,PACS,Peace & Conflict Studies,10,001,Introd To Pacs,Darren Zook,66703,3,40,58,28,26,3,3,6,,,1,,4,12,,2,,3,189
2012 Fall,IAS Teaching Program,PACS,Peace & Conflict Studies,94,001,Meditation,Americ Azevedo,66730,,,,,,,,,,,,,,557,,45,,,602
2012 Fall,IAS Teaching Program,PACS,Peace & Conflict Studies,100,001,Peace Theories,Jerry Sanders,66733,,4,6,6,10,3,1,,,1,,,1,8,,2,,1,43
2012 Fall,IAS Teaching Program,PACS,Peace & Conflict Studies,119,001,Special Topics,Americ Azevedo,66736,5,14,2,1,1,,,,,,,,1,2,,2,,,28
2012 Fall,IAS Teaching Program,PACS,Peace & Conflict Studies,119,002,Special Topics,Julie Shackford-Bradley,66739,,15,3,1,,,,,,,,,,,,,,,19
2012 Fall,IAS Teaching Program,PACS,Peace & Conflict Studies,119,003,Special Topics,Richard Buxbaum,66742,1,4,3,5,2,1,,,,,,,,,,,,,16
2012 Fall,IAS Teaching Program,PACS,Peace & Conflict Studies,126,001,Interl Human Rights,Darren Zook,66745,2,23,23,19,32,7,5,5,,,2,,5,17,,1,,2,143
2012 Fall,IAS Teaching Program,PACS,Peace & Conflict Studies,150,001,Conflict Resolution,Karenjot Bhangoo Randhawa,66747,,6,9,5,,,,,,,,,1,3,,,,,24
2012 Fall,IAS Teaching Program,PACS,Peace & Conflict Studies,151,001,Internat Conflict,Karenjot Bhangoo Randhawa,66748,2,10,20,5,,,,,,,,,1,3,,,,1,42
2012 Fall,IAS Teaching Program,PACS,Peace & Conflict Studies,164A,001,Nonviolence,Americ Azevedo,66751,4,28,4,,1,1,,,,,,,2,9,,,,,49
2012 Fall,IAS Teaching Program,PACS,Peace & Conflict Studies,170,001,"Conflct Res,Soc Chg",Julie Shackford-Bradley,66754,,6,16,7,3,4,,,,,,,1,3,,1,,1,42
2012 Fall,IAS Teaching Program,POLECON,Political Economy,100,001,Theory Of Pol Econ,Beverly Crawford,71209,3,16,24,19,39,27,8,14,4,4,6,1,4,2,,,,,171
2012 Fall,IAS Teaching Program,POLECON,Political Economy,101,001,Contemp Theo Pol Ec,Khalid Kadir,71230,5,12,24,38,26,16,10,10,,,2,,3,,,1,,2,149
2012 Fall,IAS Teaching Program,POLECON,Political Economy,160,001,Pe His Context,Joseph Bohling,71269,1,8,11,9,13,3,1,,1,,,,2,,,,,,49
2012 Fall,Industrial Eng & Ops Rsch,IND ENG,Industrial Eng & Ops Rsch,130,001,Method Manuf Improv,Robert Leachman,41014,1,5,3,11,6,7,4,1,,,,,,1,,,,,39
2012 Fall,Industrial Eng & Ops Rsch,IND ENG,Industrial Eng & Ops Rsch,131,001,Discrete Event Sim,Lee Schruben,41015,4,33,14,1,2,5,1,8,2,1,1,2,,,,,,,74
2012 Fall,Industrial Eng & Ops Rsch,IND ENG,Industrial Eng & Ops Rsch,140,001,Mobile Ind Robots,Charles Glassey,41021,,10,2,1,1,,,,,,,,,,,,,,14
2012 Fall,Industrial Eng & Ops Rsch,IND ENG,Industrial Eng & Ops Rsch,150,001,Prod Systs Analys,Candace Yano,41027,,4,9,7,12,4,,1,,,,,,,,,,,37
2012 Fall,Industrial Eng & Ops Rsch,IND ENG,Industrial Eng & Ops Rsch,151,001,Serv Oper Desg Anal,Yong Liang; Zuo-Jun Shen,41030,3,17,18,8,13,1,,,,,,,,1,,,,,61
2012 Fall,Industrial Eng & Ops Rsch,IND ENG,Industrial Eng & Ops Rsch,160,001,Operations Res I,Dorit Hochbaum,41036,2,13,15,24,12,19,3,1,,,,1,1,3,,1,,,95
2012 Fall,Industrial Eng & Ops Rsch,IND ENG,Industrial Eng & Ops Rsch,162,001,Linear Programming,Ami Arbel,41045,3,23,10,7,20,4,2,6,1,,4,,1,3,,,,,84
2012 Fall,Industrial Eng & Ops Rsch,IND ENG,Industrial Eng & Ops Rsch,172,001,Probability Eng,Rhonda Righter,41054,1,31,6,5,27,6,,5,,,,,,1,,1,,,83
2012 Fall,Industrial Eng & Ops Rsch,IND ENG,Industrial Eng & Ops Rsch,190E,001,Advance Topics Ieor,Ikhlaq Sidhu; Kenneth Singer,41066,5,34,,,,,,,,,,,,,,,,,39
2012 Fall,Industrial Eng & Ops Rsch,IND ENG,Industrial Eng & Ops Rsch,191,001,Entrepreneurship,Jonathan Burgstone,41069,,13,18,10,9,4,6,2,,,,,,4,,1,,,67
2012 Fall,Industrial Eng & Ops Rsch,IND ENG,Industrial Eng & Ops Rsch,191,002,Entrepreneurship,Ronald Lesniak,41071,4,13,17,11,2,1,,1,,,,,,3,2,,,,54
2012 Fall,Information,INFO,Info Mgmt & Systems,W10,001,Introtoinformation,Brian Carver,42502,5,17,5,7,10,2,1,2,,,,1,1,11,,,,,62
2012 Fall,Information,INFO,Info Mgmt & Systems,90,001,Program Com Applic,Paul Laskowski,42503,,,,,,,,,,,,,,,23,,,1,24
2012 Fall,Information,INFO,Info Mgmt & Systems,190,001,Special Topics-Info,Marti Hearst,42508,,6,6,1,,,,,,,,,,1,,,,,14
2012 Fall,Integrative Biology,INTEGBI,Integrative Biology,24,006,Freshman Seminars,Roy Caldwell,43018,1,7,5,,1,,,,,,,,,,,,,,14
2012 Fall,Integrative Biology,INTEGBI,Integrative Biology,24,008,Freshman Seminars,Han Lim,43023,1,2,2,,6,,,,,,,,,2,,,,,13
2012 Fall,Integrative Biology,INTEGBI,Integrative Biology,35AC,001,Hum Bio Variation,Jasmine Eucogco; Kalvin Tran; Leslea Hlusko; Theresa Grieco,43024,,29,32,27,55,21,19,9,4,,3,,3,83,,9,,2,296
2012 Fall,Integrative Biology,INTEGBI,Integrative Biology,41,001,Marine Mammals,David Lindberg; Jennifer Hofmeister,43027,7,10,12,8,14,10,3,6,5,,,1,3,33,,12,,,124
2012 Fall,Integrative Biology,INTEGBI,Integrative Biology,C82,001,Intro To Oceans,Ivo Duijnstee; James Bishop,43030,1,,,,1,1,1,,,,,,,16,,7,,,27
2012 Fall,Integrative Biology,INTEGBI,Integrative Biology,98,011,Directed Group Stdy,Adriana Martinez; John Matsui,43084,,,,,,,,,,,,,,9,,1,,,10
2012 Fall,Integrative Biology,INTEGBI,Integrative Biology,98,013,Directed Group Stdy,Erin Jarvis; Jeffrey Boore,44857,,,,,,,,,,,,,,15,,2,,,17
2012 Fall,Integrative Biology,INTEGBI,Integrative Biology,C107L,001,Plant Morphol Lab,Chelsea Specht,43096,2,8,,2,3,,1,3,,,1,,,,,,,,20
2012 Fall,Integrative Biology,INTEGBI,Integrative Biology,117,001,Medical Ethnobotany,Thomas Carlson,43111,16,101,47,32,58,14,17,34,11,,2,1,4,33,,10,,,380
2012 Fall,Integrative Biology,INTEGBI,Integrative Biology,117LF,001,Med Ethnobotany Lab,Andrew Abram; Thomas Carlson,43114,2,9,5,4,4,4,,1,,,,,1,,,,,,30
2012 Fall,Integrative Biology,INTEGBI,Integrative Biology,117LF,002,Med Ethnobotany Lab,Thomas Carlson; Thomas Madsen,43117,1,8,,2,7,2,3,2,1,,,,,4,,,,,30
2012 Fall,Integrative Biology,INTEGBI,Integrative Biology,118,001,Host-Path Interact,Michael Shapira,43120,,7,9,6,5,5,3,2,2,1,,2,1,1,,1,,,45
2012 Fall,Integrative Biology,INTEGBI,Integrative Biology,123AL,001,Exercise Physio Lab,George Brooks,43123,1,6,7,7,11,2,,,2,,,,,,,,,,36
2012 Fall,Integrative Biology,INTEGBI,Integrative Biology,C125L,001,Intro Biomech Anal,M. Scott,43135,,1,6,1,2,,,,,,,,,,,,,1,11
2012 Fall,Integrative Biology,INTEGBI,Integrative Biology,127L,001,Motor Control/Lab,Steven Lehman,43141,2,20,,7,7,,,7,,,,,,,,,,,43
2012 Fall,Integrative Biology,INTEGBI,Integrative Biology,131,001,Human Anatomy,Thomas Carlson,43153,24,117,64,59,107,34,17,44,27,,8,2,6,42,1,29,,1,582
2012 Fall,Integrative Biology,INTEGBI,Integrative Biology,131A,001,Applied Anatomy,John Huelsenbeck; Marian Diamond,43156,,,,,,,,,,,,,,184,,9,,,193
2012 Fall,Integrative Biology,INTEGBI,Integrative Biology,131L,001,Human Anatomy Lab,Sargis Pogosjans; Thomas Carlson,43159,,9,2,2,5,5,3,,,,,,,2,,,,1,29
2012 Fall,Integrative Biology,INTEGBI,Integrative Biology,131L,002,Human Anatomy Lab,Mariska Batavia; Thomas Carlson,43162,2,4,4,5,5,4,1,1,,,,,,,,1,,,27
2012 Fall,Integrative Biology,INTEGBI,Integrative Biology,131L,003,Human Anatomy Lab,Thomas Carlson; Yangdi Chen,43165,,5,7,5,3,5,,1,1,,,,,,,,,,27
2012 Fall,Integrative Biology,INTEGBI,Integrative Biology,131L,004,Human Anatomy Lab,Ashley Poust; Thomas Carlson,43168,,6,3,6,8,4,,,,,1,,,1,,,,,29
2012 Fall,Integrative Biology,INTEGBI,Integrative Biology,131L,005,Human Anatomy Lab,Alfred Vong; Thomas Carlson,43171,,6,7,,9,3,2,,,,,1,,,,,,,28
2012 Fall,Integrative Biology,INTEGBI,Integrative Biology,131L,006,Human Anatomy Lab,Danielle Barnett; Thomas Carlson,43174,1,7,7,5,3,2,1,,,,,,,1,,,,1,28
2012 Fall,Integrative Biology,INTEGBI,Integrative Biology,131L,007,Human Anatomy Lab,Roxanna Garcia; Thomas Carlson,43177,1,7,6,3,4,1,1,1,2,,1,,1,,,,,,28
2012 Fall,Integrative Biology,INTEGBI,Integrative Biology,131L,008,Human Anatomy Lab,Krystal Chee; Thomas Carlson,43180,,7,6,3,3,3,,3,,,,1,,,,1,,,27
2012 Fall,Integrative Biology,INTEGBI,Integrative Biology,131L,009,Human Anatomy Lab,Britney Kitamata-Wong; Thomas Carlson,43183,1,6,2,2,5,2,1,3,,,2,,,1,,1,,,26
2012 Fall,Integrative Biology,INTEGBI,Integrative Biology,131L,010,Human Anatomy Lab,Ashley Lipps; Thomas Carlson,43186,2,4,4,2,12,1,1,,,,,,,1,,,,,27
2012 Fall,Integrative Biology,INTEGBI,Integrative Biology,137,001,Human Endo,Tyrone Hayes,43189,5,27,18,3,43,15,4,9,3,,4,,1,17,,3,,,152
2012 Fall,Integrative Biology,INTEGBI,Integrative Biology,C143A,001,Biological Clocks,Lance Kriegsfeld,43210,2,16,2,10,5,2,2,3,1,2,,,,9,,2,,,56
2012 Fall,Integrative Biology,INTEGBI,Integrative Biology,144,001,Animal Behavior,Damian Elias; George Bentley; Roy Caldwell,43231,2,13,12,7,16,25,20,15,2,,2,,,15,,1,,,130
2012 Fall,Integrative Biology,INTEGBI,Integrative Biology,148,001,Comp Animal Physiol,Robert Full,43258,21,31,3,3,,1,,,,,,,,,,,,,59
2012 Fall,Integrative Biology,INTEGBI,Integrative Biology,153,001,Ecol,David Ackerly,43267,2,15,8,8,20,11,4,3,,2,1,,,1,,,,1,76
2012 Fall,Integrative Biology,INTEGBI,Integrative Biology,C156,001,Prin Conserv Biol,Steven Beissinger,43276,1,3,4,7,10,6,1,4,,,3,,,1,,,,,40
2012 Fall,Integrative Biology,INTEGBI,Integrative Biology,157LF,001,Ecosystems Of Calif,Paul Fine,43291,2,8,9,2,,,,,,,,,,,,,,,21
2012 Fall,Integrative Biology,INTEGBI,Integrative Biology,158LF,001,Biol Geomo Trop Isl,Brent Mishler; George Roderick; Jonathon Stillman; Vincent Resh,43297,1,7,3,2,,1,,,,,,,,,,,,,14
2012 Fall,Integrative Biology,INTEGBI,Integrative Biology,160,001,Evolution,Ellen Simms; Jeffrey Boore,43300,3,19,6,7,20,6,7,30,5,,7,,8,3,2,5,,1,129
2012 Fall,Integrative Biology,INTEGBI,Integrative Biology,164,001,Human Gene & Genom,Doris Bachtrog; Montgomery Slatkin; Rasmus Nielsen,43330,1,5,14,4,12,9,13,10,5,,2,,2,3,1,1,,,82
2012 Fall,Integrative Biology,INTEGBI,Integrative Biology,181,001,Paleobotany,Cynthia Looy,43351,3,4,7,7,4,1,3,1,1,,,,,,,,,2,33
2012 Fall,Integrative Biology,INTEGBI,Integrative Biology,198,013,Directed Group Stdy,Erin Jarvis; Jeffrey Boore,43957,,,,,,,,,,,,,,19,,1,,,20
2012 Fall,Italian Studies,ITALIAN,Italian Studies,1,001,Elementary Italian,Arthur Lei; Marisa Escolar,46903,3,4,3,,1,,,,,,,,,2,,,,,13
2012 Fall,Italian Studies,ITALIAN,Italian Studies,1,002,Elementary Italian,Ariel Shannon; Marisa Escolar,46906,,4,3,2,2,,,,,1,,,,2,,,,,14
2012 Fall,Italian Studies,ITALIAN,Italian Studies,1,003,Elementary Italian,Julia Nelsen; Marisa Escolar,46909,,2,4,2,2,,,,,,,,,,,1,,,11
2012 Fall,Italian Studies,ITALIAN,Italian Studies,1,004,Elementary Italian,Emily Rabiner; Marisa Escolar,46912,2,9,1,3,2,,,,,,1,,,1,,,,,19
2012 Fall,Italian Studies,ITALIAN,Italian Studies,1,005,Elementary Italian,Marisa Escolar; Ramsey Mcglazer,46915,2,5,4,1,1,,,1,,,,,,3,,,,,17
2012 Fall,Italian Studies,ITALIAN,Italian Studies,1,006,Elementary Italian,Natalie Cleaver,46918,4,5,1,3,1,,,,,,,,,2,,,,,16
2012 Fall,Italian Studies,ITALIAN,Italian Studies,2,001,Elementary Italian,Mara Jacobsen,46921,1,3,3,2,1,,,,,,,,,,,,,,10
2012 Fall,Italian Studies,ITALIAN,Italian Studies,2,003,Elementary Italian,Gregory Bonetti; Marisa Escolar,46927,4,3,4,1,3,,,1,,,,,,1,,,,,17
2012 Fall,Italian Studies,ITALIAN,Italian Studies,3,002,Interm Italian,Anna Bellezza,46933,,4,,2,1,1,,,,,,,,5,,,,,13
2012 Fall,Italian Studies,ITALIAN,Italian Studies,4,001,Adv Italian,Anna Bellezza,46936,,5,6,5,1,,,,,,,,,,,,,,17
2012 Fall,Italian Studies,ITALIAN,Italian Studies,R5A,001,Reading & Comp,Albert Ascoli; Katherine Noson,46939,1,7,7,1,,,,,,,,,,,,,,,16
2012 Fall,Italian Studies,ITALIAN,Italian Studies,R5A,002,Reading & Comp,Albert Ascoli; Soledad Anatrone,46942,3,8,4,1,1,,,,,,,,,,,,,,17
2012 Fall,Italian Studies,ITALIAN,Italian Studies,R5B,002,Reading & Comp,Anthony Martire,46945,4,9,1,3,,,,,,,,,,,,,,,17
2012 Fall,Italian Studies,ITALIAN,Italian Studies,R5B,004,Reading & Comp,Anthony Martire,46951,,10,4,,,,,,,,,,,,,,,,14
2012 Fall,Italian Studies,ITALIAN,Italian Studies,39F,001,Fresh/Soph Seminar,Maria Fuller,47317,,11,6,,,,,,,,,,1,2,,,,,20
