Grade Distribution for Spring 2016 Undergraduate Courses at UC Berkeley,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Academic Year: 2015-2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Semester: Spring (End of Term Data),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source: Cal Answers ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Course Type: Primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Course Level: 0-199,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVC-BRP: Office of Planning and Analysis (kbs) 9/27/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Excludes classes where all students received the same grade & excludes classes with fewer than 10 enrollments (privacy issue),,,,,,,,,,,,,,,,,,,,,,,,,,,,
Semester Year Name Concat,Crs Academic Dept Short Nm,Course Subject Cd,Course Subject Short Nm,Course Number,Section Nbr,Course Title Nm,Instr Name Concat,Course Control Nbr,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,Pass,Satisfactory,Not Pass,Unsatisfactory,Incomplete,Total Enrollments,
2016 Spring,English,ENGLISH,English,190,002,Research Seminar,Mark Danner,28561,4,6,5,3,,,,,,,,,,,,,,,18,
2016 Spring,English,ENGLISH,English,190,003,Research Seminar,Mitchell Breitwieser,28564,1,7,2,,1,,,1,,,,,,,,,,2,14,
2016 Spring,English,ENGLISH,English,190,004,Research Seminar,Nadia Ellis,28567,6,5,7,,,,,,,,,,,,,,,,18,
2016 Spring,English,ENGLISH,English,190,005,Research Seminar,Eric Falci,28570,1,11,6,1,,,,,,,,,,,,,,,19,
2016 Spring,English,ENGLISH,English,190,006,Research Seminar,Jeffrey Knapp,28573,1,5,5,3,,1,,,1,1,,,1,,,,,1,19,
2016 Spring,English,ENGLISH,English,190,007,Research Seminar,Catherine Flynn,28576,1,7,4,4,1,,,,,,,,,,,,,1,18,
2016 Spring,English,ENGLISH,English,190,008,Research Seminar,Rebecca Gaydos,28579,,8,3,2,1,,1,,,,,,,,,,,,15,
2016 Spring,English,ENGLISH,English,190,009,Research Seminar,Chad Crosson,28582,2,5,5,3,,,,,,,,,,,,,,,15,
2016 Spring,English,ENGLISH,English,190,012,Research Seminar,George Starr,28591,,3,9,2,,,,,,,,,,,,,,1,15,
2016 Spring,English,ENGLISH,English,190,013,Research Seminar,Anne-Lise Francois,28594,1,2,1,2,,1,,,,,,,,,,,,4,11,
2016 Spring,English,ENGLISH,English,H195B,001,Honors Course,Samuel Otter,28597,,9,1,,,,,,,,,,,,,,,2,12,
2016 Spring,English,ENGLISH,English,H195B,002,Honors Course,Scott Saul,28600,3,8,,,,,,,,,,,,,,,,1,12,
2016 Spring,English,ENGLISH,English,198,008,Directed Group Stdy,Hertha Wong,28624,,,,,,,,,,,,,,9,,2,,,11,
2016 Spring,English,ENGLISH,English,198BC,009,Directed Group Stud,Eric Falci; Luke Terlaak Poot,28675,,,,,,,,,,,,,,16,,1,,,17,
2016 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",C10,001,Environ Issues,Ronald Amundson,29152,2,26,48,11,9,8,1,,2,,,,,9,,,,1,117,
2016 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",15,001,Intro Environ Sci,Allen Goldstein; Mary Firestone,29182,4,66,22,17,23,6,6,9,1,1,,,2,40,,1,,,198,
2016 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",39C,001,Fresh/Soph Seminar,Katherine O'Neill,29203,,2,,,,,,,,,,,,8,,,,,10,
2016 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",C46,001,Cal Climate Change,David Ackerly; David Sedlak; Steven Weissman; Whendee Silver,29206,,4,6,6,6,6,4,3,,,,,2,12,,1,,1,51,
2016 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",50AC,001,Intro Cult/Res Mgt,Kurt Spreyer,29220,12,148,35,23,32,5,2,4,,,,,,47,,,,10,318,
2016 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",88B,001,Data Sciences,Carl Boettiger,30584,5,4,3,,2,,1,,,,,,,2,,3,,1,21,
2016 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",90,001,Intro To Crs Major,Celine Pallud,29252,,38,,,,,,,,,,,,4,,,,,42,
2016 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",98,012,Directed Group Stdy,Kathryn De Master,29274,,,,,,,,,,,,,,12,,1,,,13,
2016 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",98,014,Directed Group Stdy,Kathryn De Master,29278,,,,,,,,,,,,,,10,,1,,,11,
2016 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",98,025,Directed Group Stdy,Carolyn Merchant,30588,,,,,,,,,,,,,,5,,6,,,11,
2016 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",98BC,003,Directed Group Stud,Erica Rosenblum; Traci Grzymala,29302,,,,,,,,,,,,,,10,,1,,,11,
2016 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",100ES,001,Methods Of Env Sci,John Battles,29498,,21,14,11,7,5,3,,,,,,,,,,,,61,
2016 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",102C,001,Resource Mangmt,Matthew Potts,29506,,7,2,5,4,,2,,,,,,,1,,1,,,22,
2016 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",102D,001,Resource Policy,Jonas Meckling,29512,10,41,17,10,2,3,,,,,,,,1,,,,,84,
2016 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",111,001,Ecosystem Ecology,Dennis Baldocchi; Whendee Silver,29520,1,11,5,,5,1,2,3,,1,,,2,2,1,1,,,35,
2016 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",112,001,Microbial Ecology,Jill Banfield; Rodrigo Almeida,29526,2,5,1,1,4,1,1,,,,,1,,,,,,,16,
2016 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",113,001,Insect Ecology,Nicholas Mills,29530,,7,4,8,6,4,3,,1,,,,,4,,2,,,39,
2016 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",114,001,Wildlife Ecology,Timothy Markowitz,29532,,41,25,10,18,7,3,3,,1,,,1,8,,3,1,,121,
2016 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",C128,001,Env Aqueous Geochem,Laura Lammers,29560,,2,3,2,1,1,1,,,,,,,,1,1,,,12,
2016 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",131,001,Microbial Ecology,Celine Pallud; Eoin Brodie,29564,2,4,3,6,2,5,5,4,3,,,,,2,1,2,,1,40,
2016 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",132,001,Spider Biology,Rosemary Gillespie,29566,2,20,10,7,5,3,2,1,,,,,,2,,1,,1,54,
2016 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",C133,001,Water Resources Env,Laurel Larsen,29571,5,13,5,2,3,1,,1,,,,,,,,1,,,31,
2016 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",134,001,For Ecosys Disrupt,Brandon Collins; Nicholas Mills; Thomas Bruns,29572,1,3,8,4,2,3,1,2,3,,1,,,3,,7,,1,39,
2016 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",144,001,Insect Physiology,Mark Tanouye,29578,5,28,7,,5,2,,,,,,,,,,,,,47,
2016 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",C148,001,Pesticide Chem Tox,John Casida,29586,3,6,2,5,4,2,1,1,,,,,,2,,,,,26,
2016 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",152,001,Global Change Biol,Erica Rosenblum,29594,4,12,6,10,3,5,2,2,,,,,,1,,,,,45,
2016 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",156,001,Animal Communicatio,Damian Elias,29600,2,4,1,1,2,2,,4,,,,,,4,,1,,1,22,
2016 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",158,001,Cons Working Lands,Claire Kremen,29602,2,7,5,6,8,,,,,,,,,1,,,,1,30,
2016 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",C159,001,Human Diet,Katharine Milton,29608,1,4,12,6,6,8,1,1,2,,,,,9,,3,,,53,
2016 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",C167,001,Env Health & Dev,Lila Lino-Rubenstein; Rachel Morello-Frosch,29644,,63,23,11,7,2,,1,,,,,1,2,,,,,110,
2016 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",175B,001,Sen Res Sem Env Sci,Kurt Spreyer,29668,,10,11,,1,,,,,,,,,,,,,1,23,
2016 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",175B,002,Sen Res Sem Env Sci,Patina Mendez,29670,1,6,5,2,,1,,,,,,,,,,,,1,16,
2016 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",175L,009,Sen Res Lab Env Sci,Kurt Spreyer; Timothy Lipman,29692,,6,3,1,,,,,,,,,,,,,,,10,
2016 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",C177,001,Gis And Environment,Gregory Biging; John Radke,29726,1,3,6,3,,3,,1,,,,,,3,1,,,,21,
2016 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",181A,001,Fire Ecology,Scott Stephens,29738,,2,3,3,3,,1,3,,,,,,5,,,,,20,
2016 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",C183,001,Forest Ecosyst Mgmt,Kevin O'Hara,29742,,5,1,,2,,,2,1,,,,,1,,3,,,15,
2016 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",186,001,Range Management,Peter Hopkinson,29748,,8,2,5,3,2,,1,,,,,,2,,1,,,24,
2016 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",C192,001,Mol Prob Solving,Neil Tsutsui,29756,11,12,,2,,,,,,,,,,,,,,,25,
2016 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",194A,003,Senior Seminr Crs,Katherine O'Neill,29762,,18,4,,,,,,,,,,,1,,,,,23,
2016 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",194B,001,Secapstone,Alastair Iles,29764,,26,,,,,,,,,,,,,,,,1,27,
2016 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",194B,002,Secapstone,Jonas Meckling,29766,3,15,,,,,,,,,,,,1,,,,,19,
2016 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",198,003,Directed Group Stdy,Kurt Spreyer,29988,,,,,,,,,,,,,,40,,,,1,41,
2016 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",198,004,Directed Group Stdy,Kathryn De Master,29990,,,,,,,,,,,,,,9,,1,,,10,
2016 Spring,"Env Sci, Policy, & Mgmt",ESPM,"Env Sci, Policy, & Mgmt",198BC,002,Directed Group Stud,Erica Rosenblum; Freyja Knapp,30032,,,,,,,,,,,,,,10,,1,,,11,
2016 Spring,Ethnic Studies,ASAMST,Asian American Studies,R2A,001,Reading&Composition,Anna Leong,05353,,5,13,11,,,,,,,,,1,,,,,,30,
2016 Spring,Ethnic Studies,ASAMST,Asian American Studies,R2A,002,Reading&Composition,Anna Leong; Ramya Janandharan,05362,,5,4,5,3,1,,,,,,,,,,,,,18,
2016 Spring,Ethnic Studies,ASAMST,Asian American Studies,R2B,001,Reading&Composition,Anna Leong,05368,1,5,10,6,2,2,,,,,,,1,,,1,,,28,
2016 Spring,Ethnic Studies,ASAMST,Asian American Studies,R2B,002,Reading&Composition,Anna Leong; Maria Faini,05377,,10,4,1,2,,,,,,,,,,,,,,17,
2016 Spring,Ethnic Studies,ASAMST,Asian American Studies,20A,001,Intro Asian Am Hist,Michael Omi,05383,8,16,16,11,2,4,,,1,,,1,,18,,2,,1,80,
2016 Spring,Ethnic Studies,ASAMST,Asian American Studies,121,001,Chinese Amer Hist,Harvey Dong,05518,,29,10,2,6,,,1,,,,,,2,,,,,50,
2016 Spring,Ethnic Studies,ASAMST,Asian American Studies,124,001,Filipino Amer Hist,Maria Barrios-Leblanc,05527,24,36,,,,,,,,,,,,,,,,,60,
2016 Spring,Ethnic Studies,ASAMST,Asian American Studies,132AC,001,Islamophobia,Hatem Bazian,05533,13,30,31,19,10,1,2,1,1,,,,,29,,,,,137,
2016 Spring,Ethnic Studies,ASAMST,Asian American Studies,144,001,Religions As Amer,Carolyn Chen,05548,1,6,2,,3,,,,,,,,,5,,,,,17,
2016 Spring,Ethnic Studies,ASAMST,Asian American Studies,146,001,Asian Amer & Ed,Lisa Hirai Tsuchitani,05551,2,20,5,2,1,,,,,,,,,,,,,,30,
2016 Spring,Ethnic Studies,ASAMST,Asian American Studies,150,001,Asian Amer Families,Keiko Yamanaka,05554,,9,3,6,2,1,,1,,,,,2,1,,,,,25,
2016 Spring,Ethnic Studies,ASAMST,Asian American Studies,151AC,001,Asian Amer Women,Young Shin,05557,6,9,2,1,1,,,,,,,,,4,,,,,23,
2016 Spring,Ethnic Studies,ASAMST,Asian American Studies,171,001,"Asam In Film, Video",Hannah Michell,05560,4,10,14,3,,,,,,,,,1,1,,,,,33,
2016 Spring,Ethnic Studies,ASAMST,Asian American Studies,173,001,Creative Writing,Fae Ng,05566,2,8,1,,,,,,,,,,,,,,,,11,
2016 Spring,Ethnic Studies,ASAMST,Asian American Studies,176,001,Genre As Amer Lit,Fae Ng,05572,3,16,1,,,,,,,,,,,,,,,,20,
2016 Spring,Ethnic Studies,ASAMST,Asian American Studies,198,005,Superv Group Study,Keiko Yamanaka,05665,,,,,,,,,,,,,,9,,2,,,11,
2016 Spring,Ethnic Studies,ASAMST,Asian American Studies,198,006,Superv Group Study,Lisa Hirai Tsuchitani,05668,,,,,,,,,,,,,,12,1,,,,13,
2016 Spring,Ethnic Studies,ASAMST,Asian American Studies,198,010,Superv Group Study,Harvey Dong,05680,,,,,,,,,,,,,,17,1,,,,18,
2016 Spring,Ethnic Studies,CHICANO,Chicano Studies,R1A,001,Reading & Comp,Abraham Ramirez; Alex Saragoza,13853,7,13,,,,,,,,,,,,,,,,1,21,
2016 Spring,Ethnic Studies,CHICANO,Chicano Studies,R1B,001,Reading & Comp,Alex Saragoza; Melanie Plasencia,13859,1,9,5,2,,,,1,,,,,,,,,,,18,
2016 Spring,Ethnic Studies,CHICANO,Chicano Studies,20,001,Intro Chicano Cult,Pablo Gonzalez,13871,15,20,3,2,1,2,,,,1,,,1,2,,,,1,48,
2016 Spring,Ethnic Studies,CHICANO,Chicano Studies,97,001,Field Study,Alex Saragoza,13880,,,,,,,,,,,,,,18,,1,,,19,
2016 Spring,Ethnic Studies,CHICANO,Chicano Studies,98,002,Superv Group Study,Alex Saragoza,13922,,,,,,,,,,,,,,33,,,,3,36,
2016 Spring,Ethnic Studies,CHICANO,Chicano Studies,135B,001,Contemp Latino Film,Raymond Telles,13994,2,34,38,15,7,4,1,2,1,,,,,5,,,,1,110,
2016 Spring,Ethnic Studies,CHICANO,Chicano Studies,141,001,Chicana Fem Writers,Laura Perez,13997,2,18,3,,,,,,,,,,,,,,,1,24,
2016 Spring,Ethnic Studies,CHICANO,Chicano Studies,150B,001,Hist Of Southwest,Pablo Gonzalez,14003,8,16,1,,1,,,,,,,,,,,,,,26,
2016 Spring,Ethnic Studies,CHICANO,Chicano Studies,152,001,Hist Latina/O Stds,Raul Coronado,14000,1,3,3,,,,,1,,,,,,2,,,,,10,
2016 Spring,Ethnic Studies,CHICANO,Chicano Studies,161,001,Central Amer People,Beatriz Manz,14009,1,3,1,3,2,3,,1,,,1,,,,,1,,,16,
2016 Spring,Ethnic Studies,CHICANO,Chicano Studies,165,001,"Cuba, Us, & Cuba Am",Alex Saragoza,14012,1,5,2,5,2,6,,,,,,,,1,,,,,22,
2016 Spring,Ethnic Studies,CHICANO,Chicano Studies,176,001,Chic Health Care,Bernard Griego,14021,2,13,11,8,,,,,,,,,,1,,,,1,36,
2016 Spring,Ethnic Studies,CHICANO,Chicano Studies,180,001,Topics In Chic Stud,Alex Saragoza,14024,1,10,4,3,5,1,,,,,,,,3,,,,,27,
2016 Spring,Ethnic Studies,CHICANO,Chicano Studies,180,002,Topics In Chic Stud,Alex Saragoza,14027,,7,3,,,,,,,,,,,1,,,,,11,
2016 Spring,Ethnic Studies,CHICANO,Chicano Studies,180AC,001,Topics In Chic Stud,Celia Rodriguez,14033,6,5,10,1,,,,,,,,,,1,,,,1,24,
2016 Spring,Ethnic Studies,CHICANO,Chicano Studies,197,001,Field Study,Alex Saragoza,14057,,,,,,,,,,,,,,16,,1,,1,18,
2016 Spring,Ethnic Studies,ETH STD,Ethnic Studies,11AC,001,Theories/Concepts,Keith Feldman,31053,,16,26,8,8,13,4,2,1,,,,2,4,,,,2,86,
2016 Spring,Ethnic Studies,ETH STD,Ethnic Studies,21AC,001,Comp Surv Ethnic Gr,Victoria Robinson,31068,10,18,13,1,3,1,,1,3,,1,,,2,,,,2,55,
2016 Spring,Ethnic Studies,ETH STD,Ethnic Studies,101A,001,Soc Sci Methods,John Zepeda,31239,8,22,9,8,6,2,1,,,,,,1,,,,,2,59,
2016 Spring,Ethnic Studies,ETH STD,Ethnic Studies,C126,001,Gender & Sexuality,Jacqueline Asher,31263,,1,2,3,1,6,3,1,,,1,,,3,,,,,21,
2016 Spring,Ethnic Studies,ETH STD,Ethnic Studies,144AC,001,Racism And U.S. Law,Thomas Fleming,31266,,9,3,11,9,4,1,,,,,,,10,,,,,47,
2016 Spring,Ethnic Studies,ETH STD,Ethnic Studies,173AC,001,Indig Ppls Gbl Ineq,Thomas Biolsi,31272,,7,3,1,4,1,,,,,,,,2,,,,,18,
2016 Spring,Ethnic Studies,ETH STD,Ethnic Studies,190,001,Adv Sem In Eth Std,Enrique Lima,31284,,2,3,2,1,,,,,,,,1,,,1,,2,12,
2016 Spring,Ethnic Studies,ETH STD,Ethnic Studies,197,009,Field Study,Shari Huhndorf,31329,,,,,,,,,,,,,,40,,,,2,42,
2016 Spring,Ethnic Studies,ETH STD,Ethnic Studies,197,011,Field Study,Alex Saragoza,31335,,,,,,,,,,,,,,23,,,,1,24,
2016 Spring,Ethnic Studies,ETH STD,Ethnic Studies,198,002,Superv Group Study,Keith Feldman,31371,,,,,,,,,,,,,,20,,2,,2,24,
2016 Spring,Ethnic Studies,NATAMST,Native American Studies,R1A,001,"Reading,Composition",Beth Piatote; Megan Andrews,61203,,2,,5,8,,,,,1,,,2,,,,,,18,
2016 Spring,Ethnic Studies,NATAMST,Native American Studies,R1B,001,"Reading,Composition",Beth Piatote; Robert Reyes,61215,,3,11,4,2,,,,,,,,,,,,,,20,
2016 Spring,Ethnic Studies,NATAMST,Native American Studies,20B,001,Intro To Nas Ii:Art,Beth Piatote,61227,,7,3,6,5,1,2,1,,,,,,4,,,,1,30,
2016 Spring,Ethnic Studies,NATAMST,Native American Studies,39A,001,Fresh/Soph Seminar,Enrique Lima,61233,,6,7,2,1,,1,,,,,,,,,,,,17,
2016 Spring,Ethnic Studies,NATAMST,Native American Studies,72,001,Nat Am 1900-Present,Enrique Lima,61230,,19,5,3,2,,,1,,,,,,,,,,,30,
2016 Spring,Ethnic Studies,NATAMST,Native American Studies,120AC,001,Photo Amer Indian,Diane Pearson,61260,,21,4,,,,,,,,,,,2,,,,,27,
2016 Spring,Ethnic Studies,NATAMST,Native American Studies,149,001,Gender,Diane Pearson,61263,,17,2,,,1,,,,,,,,4,,,,1,25,
2016 Spring,Ethnic Studies,NATAMST,Native American Studies,173AC,001,Indig Ppls Gbl Ineq,Thomas Biolsi,61269,1,3,3,,,,,,,,,,,5,,,,3,15,
2016 Spring,Ethnic Studies,NATAMST,Native American Studies,178,001,Topics Nat Am Hist,Diane Pearson,61272,,26,3,,,1,,,,,,,,,,,,,30,
2016 Spring,Film and Media,FILM,Film,R1A,001,Writing-Film Focus,Eliot Bessette; Mary Ann Doane,31603,,2,9,9,6,5,1,1,,,,,,1,,,,,34,
2016 Spring,Film and Media,FILM,Film,R1A,004,Writing-Film Focus,Fareed Ben-Youssef; Justin Vaccaro; Mary Ann Doane,31620,1,1,8,8,9,2,,,,,,,,,,,,,29,
2016 Spring,Film and Media,FILM,Film,R1B,001,Writing-Film Focus,Chi Li; Dolores Mcelroy; Mary Ann Doane,31621,,7,18,8,2,,,,,,,,,,,,,,35,
2016 Spring,Film and Media,FILM,Film,R1B,002,Writing-Film Focus,Christopher Goetz; Katherine Guerra; Mary Ann Doane,31627,,3,2,3,2,2,2,,,1,,,,1,,,,,16,
2016 Spring,Film and Media,FILM,Film,R1B,004,Writing-Film Focus,Alina Predescu; Kaitlin Forcier; Mary Ann Doane,31948,,4,11,6,9,1,,1,,,,,1,,,,,,33,
2016 Spring,Film and Media,FILM,Film,R1B,005,Writing-Film Focus,Jennifer Alpert; Mary Ann Doane; Patrick Ellis,31953,,9,9,6,5,3,3,1,,,,,,,,,,,36,
2016 Spring,Film and Media,FILM,Film,R1B,007,Writing-Film Focus,Jennifer Pranolo; Mary Ann Doane; Robert Alford,31960,2,2,7,7,3,,2,,1,,,,,,,,,,24,
2016 Spring,Film and Media,FILM,Film,25B,001,History Of Film,Mary Ann Doane,31633,4,14,8,5,13,13,3,1,1,,1,,2,8,,,,,73,
2016 Spring,Film and Media,FILM,Film,108,001,Film Genre,Eileen Jones,31651,2,5,4,2,3,,,,,,,,,2,,,,1,19,
2016 Spring,Film and Media,FILM,Film,108,002,Film Genre,Emily Carpenter,31657,6,19,5,3,1,,1,1,,,,,,1,,,,,37,
2016 Spring,Film and Media,FILM,Film,108,003,Film Genre,Russell Merritt,31663,,4,2,4,3,3,1,1,,,,,,4,,1,,1,24,
2016 Spring,Film and Media,FILM,Film,128,001,Documentary,Jeffrey Skoller,31669,,7,9,11,17,2,8,2,,,,,1,3,,,,,60,
2016 Spring,Film and Media,FILM,Film,140,001,Spec Topics: Film,Mark Berger,31687,,1,7,12,7,9,4,1,1,,,,1,4,,1,,,48,
2016 Spring,Film and Media,FILM,Film,140,002,Spec Topics: Film,Emily Carpenter,31693,2,6,3,1,1,,,,,,,,,,,2,,1,16,
2016 Spring,Film and Media,FILM,Film,140,003,Spec Topics: Film,Eileen Jones,31699,1,4,6,2,,1,,,1,,,,,2,,,,4,21,
2016 Spring,Film and Media,FILM,Film,151,001,Auteur Theory,Eileen Jones,31705,1,7,8,7,3,,,,,,,,,,,,,2,28,
2016 Spring,Film and Media,FILM,Film,160,001,National Cinema,Anne Nesbet,31717,,4,,1,1,1,,,,,2,,,2,,,,,11,
2016 Spring,Film and Media,FILM,Film,160,002,National Cinema,Anton Kaes,31723,1,2,4,2,2,,,,,,,,,2,,,,,13,
2016 Spring,Film and Media,FILM,Film,180,001,Screenwriting,J Kopell,31735,,11,,3,,,,,,,,,,,,,,,14,
2016 Spring,Film and Media,FILM,Film,184,001,Doc And Nonfic Film,Jeffrey Skoller,31738,,12,,,1,,,,,,,,,1,,,,,14,
2016 Spring,Film and Media,FILM,Film,187,001,Special Topics,J Kopell,31741,,11,,,,1,,,,,,,,,,,,,12,
2016 Spring,Film and Media,FILM,Film,198,002,Directed Group Stdy,Emily Carpenter,31786,,,,,,,,,,,,,,10,,1,,,11,
2016 Spring,Film and Media,FILM,Film,198,003,Directed Group Stdy,Emily Carpenter,31792,,,,,,,,,,,,,,27,,1,,,28,
2016 Spring,French,FRENCH,French,1,001,Elementary French,Ariel Shannon; Seda Chavdarian,32203,,3,5,2,1,1,,,1,,,,,2,1,1,,,17,
2016 Spring,French,FRENCH,French,1,002,Elementary French,Ariel Shannon; Seda Chavdarian,32206,,4,5,,5,,,1,,,,,,3,,2,,,20,
2016 Spring,French,FRENCH,French,1,003,Elementary French,Danielle Boucher; Seda Chavdarian,32209,,7,2,2,1,1,,,,,,,,3,,1,,,17,
2016 Spring,French,FRENCH,French,1,004,Elementary French,Jean Andrews; Seda Chavdarian,32212,2,10,,,,,1,,,,,,1,2,,,,,16,
2016 Spring,French,FRENCH,French,1,005,Elementary French,Danielle Boucher; Seda Chavdarian,32215,,8,4,2,2,2,,,,,,,1,,,,,,19,
2016 Spring,French,FRENCH,French,1,006,Elementary French,Erica Weems; Seda Chavdarian,32218,,5,3,1,2,,1,,,,,,,3,,,,,15,
2016 Spring,French,FRENCH,French,1,007,Elementary French,Erica Weems; Seda Chavdarian,32221,,8,3,,2,,,,,,,,,3,2,2,,,20,
2016 Spring,French,FRENCH,French,1,008,Elementary French,Brandi De Leuze; Seda Chavdarian,32224,,4,4,3,3,1,,,2,,,,1,1,,,,,19,
2016 Spring,French,FRENCH,French,R1A,001,Eng Com With Fr Lit,Sokrat Postoli; Susan Maslan,32227,,2,10,2,1,,,,,,,,2,,,,,,17,
2016 Spring,French,FRENCH,French,R1A,002,Eng Com With Fr Lit,Kathryn Levine; Susan Maslan,32230,,3,4,6,3,1,,,,,,,,,,,,,17,
2016 Spring,French,FRENCH,French,R1B,001,Eng Com With Fr Lit,Michelle Koerner,32236,4,11,2,,,,,,,,,,,,,,,,17,
2016 Spring,French,FRENCH,French,R1B,002,Eng Com With Fr Lit,Michelle Koerner,32239,2,7,5,1,2,,,,,,,,,,,,,,17,
2016 Spring,French,FRENCH,French,R1B,003,Eng Com With Fr Lit,Linda Louie; Susan Maslan,32242,,4,8,1,3,,,,,,,,,,,,,1,17,
2016 Spring,French,FRENCH,French,2,001,Elementary French,Seda Chavdarian,32245,,6,2,1,,,,,,,,,1,3,,1,,,14,
2016 Spring,French,FRENCH,French,2,002,Elementary French,Emily Linares; Seda Chavdarian,32248,,3,3,2,3,,,,,,,,,5,,,,,16,
2016 Spring,French,FRENCH,French,2,003,Elementary French,Nelly Timmons; Seda Chavdarian,32251,,6,1,7,1,,,,,,,,,,,,,,15,
2016 Spring,French,FRENCH,French,2,004,Elementary French,Sarah Christofides; Seda Chavdarian,32254,2,6,3,1,2,,,,,,,,,1,,1,,1,17,
2016 Spring,French,FRENCH,French,2,005,Elementary French,Seda Chavdarian; Tyler Blakeney,32257,,4,2,,1,1,1,1,,,,,,5,,,,,15,
2016 Spring,French,FRENCH,French,2,006,Elementary French,Frederic Dulson; Seda Chavdarian,32260,,3,5,1,,,2,,,,,,,4,1,,,,16,
2016 Spring,French,FRENCH,French,2,007,Elementary French,Blanca Misse; Seda Chavdarian,32263,,7,2,1,1,,,,,,,,,3,,,,,14,
2016 Spring,French,FRENCH,French,2,008,Elementary French,Danielle Boucher; Seda Chavdarian,32266,,3,3,2,,,,,,,,,,3,1,,,,12,
