Subject,ClassNum,CourseID,Section,ClassDesc,Instructor,Level,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,P,NP
UGBA,122,10106,001,Fin Info Analysis,John Briginshaw,under,3,9,5,13,4,2,0,0,0,0,0,0,0,0,0
CHEM,1A,10189,001,General Chemistry,Anjum Sareshwala; Anne Baranger; Rebecca Triano,under,6,10,17,13,10,18,15,13,6,0,9,0,7,3,4
COLWRIT,9V,11259,003,Esp Engl Sci Engin,Margi Wald; Susana Leong,under,0,6,3,0,1,0,0,0,0,0,0,0,1,0,0
COLWRIT,9R,11252,003,Esp Speaking,Lawrence Metzger; Margi Wald,under,7,3,4,1,1,1,0,0,0,0,0,0,0,0,0
PSYCH,N160,12974,001,Social Psychology,Sara Gorchoff,under,12,25,9,8,6,5,0,3,1,0,2,0,3,3,1
ECON,133,11331,001,Glob Ineq And Growt,Calanit Kamala,under,1,5,1,6,2,1,1,0,0,0,0,0,0,1,0
IAS,196,15741,010,Special Research,Alan Karras; Randeep Kullar,under,0,4,9,22,5,2,1,0,0,0,0,0,0,27,0
ANTHRO,189,15222,001,Spec Top:Soc/Cult,Clara Mantini-Briggs; Frances Bright,under,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MATH,98,12167,003,Directed Group Stdy,Michael Wong,under,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
HISTORY,5,15566,001,Modern Europe,Mark Emerson,under,1,2,2,4,0,0,0,0,0,0,0,0,0,2,1
UGIS,W158,13403,004,Global Citizenship,Jeroen Dewulf,under,2,6,3,2,0,0,0,0,0,0,0,0,0,3,0
MATH,185,12201,002,Complex Analysis,Richard Borcherds; Samuel Ramsey,under,2,7,2,2,2,3,7,5,2,0,0,0,2,2,0
MATH,126,12195,001,Intro Part Dif Equa,Nima Moini; Richard Borcherds,under,4,5,2,2,4,1,1,0,0,0,0,0,6,1,2
NUSCTX,10,13620,002,Intro Human Nutr,Kathleen Deegan,under,5,26,17,5,15,9,5,5,4,1,1,1,4,3,0
COLWRIT,9I,11241,005,Esp Conflict Res,Margi Wald; Melody Noll,under,0,8,6,0,1,1,0,0,1,0,0,0,1,0,0
UGBA,103,10081,002,Intro To Finance,Avinash Verma,under,3,9,5,12,14,4,3,2,0,0,3,0,3,1,0
SOC WEL,186,14948,001,Domestic Violence,Jennifer Jackson,under,1,8,6,0,1,0,0,0,0,0,0,0,1,4,1
ITALIAN,R5B,12009,101,Reading & Comp,Leslie Elwell,under,0,0,3,4,3,1,0,0,0,0,0,0,1,0,0
ASTRON,10,10979,001,General Astronomy,Gaspard Duchene,under,3,4,0,2,0,1,0,0,0,0,0,0,0,4,0
AFRICAM,159,15263,001,Spec Top Afam Lit,Frederick Vincent,under,2,6,1,1,1,1,0,0,0,0,0,0,0,2,0
UGBA,137,10119,001,Spec Topics In Fin,Konstantin Magin,under,0,10,0,0,19,0,0,0,0,0,0,0,0,1,0
UGBA,132,10112,001,Fin Instit & Mrkts,Samuel Olesky,under,1,12,10,9,6,4,1,0,0,0,0,0,0,8,0
COLWRIT,9R,11253,004,Esp Speaking,Jeffrey Mcclelland; Margi Wald,under,0,6,8,2,1,1,0,0,0,0,0,0,0,0,0
THEATER,5,13351,001,Public Speaking,Lisa Porter,under,0,8,12,2,0,0,0,0,0,0,0,0,0,1,0
MATH,104,12179,001,Intro To Analysis,Richard Borcherds; Theodore Zhu,under,2,12,1,4,8,3,1,4,0,0,3,0,1,2,1
COLWRIT,9C,11223,003,Acad Writ-Multiling,David Skolnick; Margi Wald,under,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0
PHILOS,2,12637,003,Ind Moral/Soc Just,Florian Grosser,under,0,3,17,14,13,11,2,2,0,0,0,0,0,14,0
MUSIC,N142,12472,001,Univ Wind Ensemble,Robert Calonico,under,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0
LINGUIS,23,15158,001,Language And Sex,Andrew Cheng; Andrew Garrett,under,1,2,8,0,2,0,0,0,0,0,0,0,2,1,0
MEC ENG,191K,14410,002,Prof Communication,Marcel Kristel,under,0,18,7,10,0,0,0,0,0,0,0,0,0,0,0
ENGLISH,N166,11481,003,Special Topics,Geoffrey O'Brien,under,0,10,5,2,2,0,0,0,0,0,0,0,0,0,1
PSYCH,139,12970,001,Clinical Case Study,James McHale; Manon Ironside,under,0,15,0,0,1,0,0,2,0,0,0,0,0,0,0
ETH STD,122AC,11564,002,Eth/Race In Am Film,Ariko Ikehara; Marissa Manson,under,8,19,5,0,1,0,0,0,0,0,0,0,0,3,0
POL SCI,W135,12842,001,Game Theory,Sean Gailmard,under,2,6,7,9,6,6,1,0,0,0,0,0,6,8,9
POL SCI,116R,15754,001,Topics Pol Theory,Nathan Pippenger; Paul Martorelli,under,1,8,13,17,5,9,1,2,1,0,0,0,2,1,1
UGIS,W157,13379,008,Experiential Learn,Joel Clark,under,0,5,8,0,1,0,0,0,0,0,0,0,0,7,2
LD ARCH,130,10733,001,Sustain Landscapes,Kimberlee Stryker,under,0,27,1,2,2,0,1,0,1,0,1,0,0,0,0
ENGLISH,R1A,15751,002,Reading And Comp,Joseph Mansky; Mitchell Breitwieser,under,0,5,6,4,1,0,0,0,0,0,0,0,1,0,0
COLWRIT,8,11209,006,Academic English,Margi Wald; Thomas Mcnichol,under,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0
GEOG,N130,11648,001,Food Environment,Meleiza Figueroa; Nathan Sayre,under,0,4,4,9,2,0,1,0,0,0,0,0,0,5,0
ANTHRO,121AC,15672,001,Amercn Materl Cultr,Katrina Eichner,under,3,2,1,0,1,0,1,0,1,0,0,0,0,1,0
EDUC,197,14631,002,Field Study,Anne Johnston,under,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2
FRENCH,2,11619,001,Elementary French,Sarah Christofides; Seda Chavdarian,under,0,3,2,0,0,0,1,1,0,0,0,0,0,4,0
UGBA,105,10088,002,Leading People,Holly Schroth,under,0,17,12,16,4,3,0,1,0,0,0,0,0,0,0
CHINESE,105,11067,001,Business Chinese,I-Hao Li,under,0,12,3,0,0,0,0,0,0,0,0,0,0,1,1
ESPM,15,15322,002,Intro Environ Sci,Christine Gehrig Downie,under,3,14,6,4,4,2,4,5,2,0,0,1,1,1,1
PLANTBI,C112,13663,001,Gen Microbiology,Melinda Grosser,under,1,3,2,3,2,0,4,1,0,1,3,0,3,0,1
UGBA,154,15612,1,Power & Politic,Edward Kass,under,0,7,11,7,5,0,0,0,0,0,0,0,0,1,0
COLWRIT,6F,11160,002,Esl Listen Speak,Jennifer Johnson; Margi Wald,under,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0
JAPAN,7B,12033,001,Modern Japan Lit,H. Horton; Pedro Bassoe,under,1,3,2,2,1,1,0,0,1,0,0,0,0,0,0
ASAMST,178,15293,001,Gender & Sexual,Fae Ng,under,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0
COLWRIT,9S,11256,003,Esp Pronunciation,David Frasca; Margi Wald,under,0,3,4,2,1,0,0,0,0,0,0,0,0,0,0
SCANDIN,R5B,15194,102,Reading & Comp,Mark Sandberg; Sara Knutson,under,0,5,3,1,1,1,0,0,0,0,0,0,0,0,0
LINGUIS,R1B,12070,001,Endangered Language,Andrew Garrett; Lissett Bastidas,under,1,14,1,0,0,0,0,0,0,0,0,0,1,0,0
COMPSCI,61A,13997,001,Str Interp Cmp Prgs,Kevin Lin; Stanfield Chu,under,20,47,91,46,42,36,12,3,2,0,4,2,9,46,14
SLAVIC,R5B,15299,002,Reading And Comp,Eric Naiman; Matthew Kendall,under,1,3,5,0,1,0,0,0,0,0,0,0,0,0,0
JOURN,130,14765,001,Specialty Reporting,Jason Folkmanis,under,0,2,1,10,1,2,0,0,0,0,0,0,1,0,0
MATH,10A,12100,001,Methods Of Math,Markus Vasquez,under,2,5,3,5,2,3,2,5,3,0,0,0,0,1,0
PB HLTH,118,14833,001,Nutr Developng Ctry,Sarah Zyba,under,3,15,5,3,1,0,0,0,0,0,0,0,0,3,0
ANTHRO,114,15099,001,Hist/Anthro Thought,Peter Skafish,under,2,6,5,2,0,1,1,0,0,0,0,0,0,0,0
AFRICAM,R1A,15265,003,Fresh Composition,Gabrielle Williams,under,0,1,5,4,1,5,0,0,0,0,0,0,0,0,0
ESPM,50AC,13472,001,Intro Cult/Res Mgt,Kenneth Worthy,under,0,50,0,0,1,0,1,0,0,0,0,0,0,14,1
UGBA,121,15544,001,Fed Inc Tax Acctg,Raymond Ho,under,1,3,1,5,3,3,0,0,0,0,0,0,0,0,0
POL SCI,129B,12837,001,Russia After Commun,Jacob Shea; Michael Fish,under,0,5,19,8,10,8,3,3,1,0,0,0,0,2,0
COLWRIT,6A,11149,002,Esl Acad Speaking,Jennifer Johnson; Margi Wald,under,0,14,2,0,0,1,0,0,0,0,0,0,1,0,0
COLWRIT,7J,16004,002,California Culture,Ingrid Farnbach; Margi Wald,under,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2
MATH,16A,12105,002,Anal Geo & Calculus,Annemarie Newell; Richard Borcherds,under,4,5,5,7,3,0,0,3,2,0,0,0,0,0,0
ENGLISH,N117S,11477,001,Shakespeare,David Marno; Oliver Arnold,under,0,7,7,2,1,1,0,0,0,0,0,0,0,3,0
UGBA,155,10122,001,Leadership,Daniel Mulhern,under,2,15,7,4,7,1,0,0,0,0,0,0,0,2,0
UGBA,178,10128,002,Intro Internatl Bus,Daniel Himelstein,under,1,25,14,6,8,4,1,0,0,0,0,0,0,2,0
COLWRIT,R4A,11129,003,Reading & Comp,Carmen Acevedo Butcher,under,6,3,1,2,1,1,0,1,0,0,0,0,0,0,0
MATH,96,12163,001,College Algebra,Michael Wong,under,2,19,12,11,2,6,2,2,3,0,0,0,0,9,24
AFRICAM,4A,15257,001,Africa:  Hist & Cul,Arif Gamal,under,3,9,1,0,2,0,0,0,0,0,0,0,0,0,0
CHICANO,174,11055,001,"Chic, Law, Crim Jst",Maria Echaveste,under,0,1,3,7,1,0,0,2,0,0,0,0,0,0,0
ARCH,108,10664,001,Arch Internship,Mark Schatz,under,3,13,4,0,1,0,0,0,0,0,0,0,0,0,0
SOC WEL,112,14937,001,Soc Welfare Policy,Genevieve Graaf; Gregory Ratliff; Jill Berrick,under,0,4,9,10,7,0,1,2,0,0,0,0,1,0,0
THEATER,114,13362,001,Performance Wrkshop,Michael Mansfield,under,3,10,10,2,0,2,0,1,1,0,0,0,0,0,0
CHEM,3B,10223,001,Chem Struct React,Anjum Sareshwala; Peter Marsden,under,7,33,14,12,12,11,8,11,10,0,1,0,8,0,2
PHILOS,3,12643,002,Nature Of Mind,David Suarez,under,1,6,4,7,0,2,0,2,1,1,0,0,2,4,0
UGIS,W158,13402,003,Global Citizenship,Jeroen Dewulf,under,1,6,0,0,0,0,0,0,0,0,0,0,0,2,1
MATH,98,12168,004,Directed Group Stdy,Michael Wong,under,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4
SOC WEL,114,14940,001,Practice In Soc Wk,Sevaughn Banks,under,0,8,4,4,1,0,0,0,0,1,1,0,0,0,0
MATH,16B,12110,001,Anal Geo & Calculus,Richard Borcherds; Yanhe Huang,under,2,3,1,2,3,3,0,2,1,4,0,0,1,0,0
LEGALST,157,15092,001,Intl Rel & Intl Law,Ivana Stradner; Renata Barreto-Montenegro,under,4,6,4,5,7,7,1,1,0,0,0,0,1,3,0
EPS,20,11502,001,Earthquakes,Noha Farghal; -,under,5,8,3,2,1,0,2,0,0,0,0,0,0,10,0
COMPSCI,61C,14032,001,Machine Structures,Rebecca Herman; Steven Ho,under,9,29,36,33,25,19,0,12,3,0,5,0,4,4,4
FILM,R1A,15001,001,Writing-Film Focus,Katherine Guerra; Mark Sandberg,under,0,3,1,4,3,1,0,0,0,0,0,0,0,0,0
MUSIC,20A,15115,004,Basic Musicianship,Carla Brunet,under,6,17,4,1,1,1,1,1,0,0,0,0,0,1,1
PACS,159,12633,001,Con Res Intes Train,Beth Roy; -,under,3,35,0,0,0,0,0,0,0,0,0,0,1,1,0
MATH,53,12131,005,Multivar Calculus,Kirill Popov; Richard Borcherds,under,1,2,9,6,8,2,0,0,0,0,0,0,0,4,0
ART,180,15643,101,Advanced Digital Ph,Taro Masushio,under,8,0,0,0,1,0,0,0,0,0,0,0,0,1,0
ENV DES,100,10717,001,The City,Pietro Calogero,under,3,6,13,4,4,5,1,0,4,0,0,0,3,2,0
MUSIC,45,12454,003,Beginning Piano 1,Jacqueline Chew,under,0,10,1,0,0,0,0,0,0,0,0,0,1,2,0
UGBA,118,10096,001,International Trade,Steven Wood,under,2,8,16,6,10,4,4,2,1,0,2,0,1,2,0
EDUC,W140A,14623,001,Art Of Making Mean,Glynda Hull; Jessica Adams; Jose Lizarraga,under,0,14,7,4,2,0,0,1,1,0,0,0,2,4,2
GEOG,100,15678,001,Field Study Of Cuba,Elizabeth Vasile,under,0,0,4,1,4,2,1,5,0,0,0,0,0,8,0
ITALIAN,R5B,12008,001,Reading & Comp,Arthur Lei; Barbara Spackman,under,0,10,5,0,1,0,0,0,0,0,0,0,0,0,0
ESPM,117,15338,002,Urban Gard Ecosys,Paul Roge; Paul Roge,under,0,7,6,0,0,0,1,0,0,0,0,0,0,0,0
UGBA,175,10126,001,Legal Aspects,Alan Ross,under,1,10,6,7,6,3,3,4,2,0,0,0,1,3,0
PB HLTH,150B,15199,001,Intro Env Hlth Sci,Charlotte Smith,under,1,53,14,15,2,2,1,0,0,0,0,0,0,0,0
MATH,1B,12092,001,Calculus,Meredith Shea; Richard Borcherds,under,3,6,3,2,6,2,5,3,1,0,4,0,0,1,1
EDUC,39A,14610,001,Fresh/Soph Seminar,Alex De Guia; Jabari Mahiri,under,0,4,3,0,3,2,1,1,0,0,0,0,0,0,0
STAT,20,13287,001,Intro Prob Stat Cal,Fletcher Ibser,under,8,6,5,8,9,5,8,11,3,0,0,0,2,1,1
EDUC,38,14608,001,Strat Succ In Sci.,Jabari Mahiri; Richard Gibson,under,0,12,4,2,6,6,1,0,0,0,0,0,0,7,0
UGIS,W158,13407,008,Global Citizenship,Jeroen Dewulf,under,0,6,2,0,0,0,0,0,0,0,0,0,0,2,0
ECON,100A,11314,001,Micro Analysis,Scott Carson,under,0,48,20,14,17,15,10,9,10,3,4,0,14,5,6
UGBA,133,10115,002,Investments,Arash Namvar,under,0,27,13,6,3,0,0,6,0,0,1,0,4,1,0
ETH STD,21AC,11553,001,Comp Surv Ethnic Gr,Alex Saragoza,under,0,6,10,7,10,5,2,4,0,0,0,0,1,2,0
