Subject,ClassNum,CourseID,Section,ClassDesc,Instructor,Level,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,P,NP
HISTORY,124A,15035,001,U.S. Late 19th-1940,Maggie Elmore,under,1,21,39,52,28,13,5,1,0,1,0,0,0,35,3
UGBA,105,46807,3,Leading People,Chinmay Malaviya; Derek Schatz; Heather Regen; Janet Brady,under,0,2,17,23,5,2,0,0,0,0,0,0,0,1,0
HIN-URD,1A,15282,002,Intrd Hindi,Pranjali Sirasao,under,0,8,6,2,0,0,0,0,0,0,0,0,0,2,0
MCELLBI,104,16700,001,Gen Genom Cell Bio,Craig Miller; Michael Eisen; Roberto Zoncu,under,5,47,16,17,44,12,9,31,6,0,2,0,2,1,2
CMPBIO,198BC,13449,001,Directed Group Stud,Amanda Mok; Nicholas Ingolia,under,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2
UGBA,104,10502,001,Sprdsheetmodeling,Terrence Hendershott; Thomas Lee,under,5,59,35,39,36,21,7,4,2,0,0,0,1,16,1
PHYSICS,7A,22104,002,Scient Engin Phys,Eric Dodds; Michael DeWeese,under,11,34,8,13,59,9,12,36,8,0,0,0,0,8,4
M E STU,150,44480,002,Adv Std Middle East,Peter Bartu,under,0,9,5,3,2,0,0,0,0,0,0,0,0,1,0
UGBA,122,10657,001,Fin Info Analysis,Francis Stanton,under,16,8,5,0,5,0,0,0,0,0,0,0,0,9,0
PSYCH,150,19545,001,Personality Psych,Ozlem Ayduk,under,8,31,24,30,21,17,15,6,4,4,2,0,3,15,1
UGBA,123,46620,001,Op & Fin Rep Issues,John Mccauley,under,4,6,4,1,3,0,0,0,0,0,0,0,0,6,1
SOCIOL,7,20410,001,Soc Sci Statistics,Mao-Mei Liu,under,2,2,2,3,6,3,0,1,1,0,0,0,0,4,1
CHEM,3AL,10934,001,Organic Chem Lab,Anjum Fitch; Michelle Chang,under,22,128,136,12,11,0,0,3,0,0,0,0,1,1,1
XMATH,1B,41044,001,Calculus,Derrick Smith,under,12,23,12,3,11,1,4,3,2,0,1,0,0,2,0
RUSSIAN,3,20330,001,Intermed Russian,Anna Muza; Thomas Dyne,under,2,5,4,1,1,1,0,0,0,0,0,0,0,1,0
UGBA,167,10677,001,Spec Topics In Mkt,David Robinson,under,3,3,7,2,2,0,0,0,0,0,1,0,0,7,1
ECON,162,22219,001,Chinese Economy,Gerard Roland,under,65,88,6,3,3,1,2,0,0,0,0,0,3,37,2
PHYSICS,7B,18990,002,Scient Engin Phys,ALESSANDRA LANZARA; Jacob Leedom,under,15,17,13,14,17,16,6,6,7,0,6,0,3,0,1
UGBA,133,10713,001,Investments,Samuel Olesky,under,4,16,13,11,8,1,1,0,0,0,0,0,0,1,0
UGBA,100,10640,005,Business Comm,Arturo Perez-Reyes,under,0,0,8,21,1,0,0,0,0,0,0,0,0,0,0
AFRICAM,123,22060,001,Social & Political,Stephen Small,under,2,9,0,6,4,1,0,2,0,0,0,0,3,5,3
XGEOG,30,43093,002,The Ocean World,Carolyn Trist,under,2,22,6,1,3,0,0,0,0,0,0,0,0,5,0
FILIPN,100A,14767,001,Intermed Filipino,Karen Llagas,under,3,12,2,2,0,0,0,0,0,0,0,0,0,1,0
XLINGUI,55AC,43077,002,American Languages,William Weigel,under,1,6,8,2,1,2,0,0,0,0,0,0,0,4,1
PB HLTH,198,65483,007,Directed Group Stdy,Cathy Kodama,under,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1
PHYS ED,4,18732,004,Pe Activities,Lon Rork,under,0,7,0,1,1,0,0,0,0,0,0,0,0,17,0
CHINESE,102,13357,001,4th Yr Read-Soc/His,I-Hao Li,under,0,8,6,2,0,0,0,1,0,0,0,0,0,1,0
EDUC,158,40042,001,Teach Reading K-8,Anne Cunningham Carson,under,0,14,2,2,0,0,0,0,0,0,0,0,0,0,0
CY PLAN,190,46687,001,Adv Topcs Urban Stu,Daniel Rodriguez,under,0,13,24,7,6,4,0,0,1,0,0,1,0,2,1
PUB POL,98,40285,001,Directed Group Stdy,Jane Mauldon,under,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2
INTEGBI,C105,15820,001,Natural History Mus,Brent Mishler; Rosemary Gillespie,under,1,10,2,0,4,0,0,0,0,0,0,0,0,0,0
ENGLISH,24,46202,002,Freshman Seminars,Alan Nelson,under,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1
FILM,180,29617,001,Screenwriting,J Kopell,under,0,8,3,1,1,1,0,0,0,0,0,0,1,0,0
UGBA,192N,10569,001,Topics In Ssl,Joseph Dougherty,under,0,10,6,1,4,2,0,0,0,0,0,0,0,7,0
XCOMLIT,R1A,43230,001,Engl Comp World Lit,Karina Palau,under,0,8,3,5,0,1,0,1,0,0,0,0,0,0,0
PHYS ED,1,19252,024,Pe Activities,Jason Britton,under,0,9,0,2,1,1,0,0,0,0,0,0,0,18,1
POL SCI,150,18358,001,Amer Legal System,Gabrielle Elul; Jacqueline Vokoun Duran; Sean Farhang,under,6,40,15,31,15,0,0,0,0,0,0,0,0,3,1
L & S,10,30866,001,On The Same Page,Alix Schwartz; Alix Schwartz,under,0,0,0,0,0,0,0,0,0,0,0,0,0,47,3
PHYS ED,12,19014,020,Pe Activities,Susanna Li-Jue,under,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1
IAS,194,14864,001,Senior Sem In Ias,Stephanie Ballenger,under,0,3,2,3,2,0,0,0,0,0,0,0,0,0,0
PORTUG,50,46278,002,Intensive Portugues,Clelia Donovan; Poema Quesado Valente Meyer,under,1,3,5,1,0,1,0,3,0,0,1,0,0,1,2
GWS,195,15309,001,Senior Seminar,Kelianne Montalvo; Leslie Salzinger,under,0,10,12,7,3,0,1,0,0,0,0,0,0,0,0
SOCIOL,198BC,20286,002,Directed Group Stud,Griselda Mora,under,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1
ESPM,198,23774,005,Directed Group Stdy,Claire Kremen,under,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1
EA LANG,C50,13675,001,Intro To Buddhism,Robert Sharf,under,0,7,8,4,5,0,1,0,0,0,0,0,0,10,1
XMATH,16A,41035,001,Anal Geo & Calc,Arun Sharma,under,1,5,4,2,10,1,3,1,0,0,0,0,1,1,2
MAT SCI,136,45282,001,Mat In Energy Tech,Kristin Ceder-Persson,under,0,6,8,4,17,9,1,10,2,0,0,0,1,1,0
ENGIN,117,44552,001,Meth Engr Analysis,David Steigmann,under,2,0,5,9,10,3,5,3,8,3,1,0,1,0,0
MAT SCI,123,39510,001,Elect Mat Proc,Jie Yao; Shuai Lou,under,1,4,6,5,6,6,2,0,1,0,0,0,0,1,1
INTEGBI,198,46800,005,Directed Group Stdy,Alan Shabel; Anna Wood; Brandon Weiss,under,0,0,0,0,0,0,0,0,0,0,0,0,0,75,1
FILIPN,100A,14768,002,Intermed Filipino,Karen Llagas,under,5,7,2,0,0,0,0,0,0,0,0,0,0,0,0
MAT SCI,C118,44474,001,Biolog Perf Mats,Kevin Healy,under,1,5,3,1,1,2,0,1,0,0,0,0,0,1,0
CHEM,3A,10913,001,Chem Struct React,Anjum Fitch; Jason Fang; Steven Pedersen,under,6,27,26,31,30,24,41,31,22,0,0,0,31,3,9
PHYS ED,1,22242,003,Pe Activities,Vishnupriya Shah,under,0,10,0,0,0,0,0,0,0,0,0,0,0,19,0
GERMAN,1,15273,006,Elementary German 1,Jessica Ruffin; Nikolaus Euba,under,1,2,4,2,0,0,0,0,0,0,0,0,0,3,0
MUSIC,70,18130,001,History Of Music I,Emily Zazulia,under,4,15,6,4,5,3,0,2,2,0,0,0,2,2,0
XENGLIS,R1A,41102,004,Reading And Comp,Mary Miller,under,0,0,2,6,5,0,1,1,0,0,0,0,0,0,0
PUB POL,190,40369,011,Spec Topics Pub Pol,Sarumathi Jayaraman,under,6,8,12,9,8,2,2,0,0,0,0,0,0,1,1
ENGLISH,R1B,23027,010,Reading And Comp,Evan Wilson; Katherine Snyder,under,0,5,7,2,2,1,0,0,0,0,0,0,0,0,0
ETH STD,159AC,14403,001,The Southern Border,Harley Shaiken,under,0,10,10,3,5,2,0,6,0,0,0,0,0,4,0
EL ENG,105,39007,001,Micro Dev & Cir,Ming-Chiang Wu,under,6,9,3,2,4,0,3,3,1,0,0,0,1,1,0
COM LIT,R1A,13622,004,Engl Comp World Lit,Cory Merrill; Louisa Kirk; Victoria Kahn,under,0,0,7,12,4,6,1,3,1,0,0,0,0,0,0
HISTORY,103D,44825,001,Proseminar: U.S.,Derek O' Leary,under,1,4,4,2,0,3,0,0,0,0,0,0,0,0,0
ISF,189,16191,001,Isf Research Method,Fang Xu,under,0,4,6,5,3,1,1,0,1,0,0,1,1,0,0
GEOG,159AC,14494,001,The Southern Border,Harley Shaiken,under,8,26,14,11,8,5,0,3,1,0,0,0,0,17,0
CHM ENG,196,11756,022,Special Lab Study,Catherine Bouvier Dang; John Arnold,under,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0
PSYCH,130,18348,001,Clinical Psychology,Sheri Johnson,under,3,53,34,28,15,19,7,6,1,0,0,1,1,6,2
HISTART,41,44336,001,Greek And Roman Art,Aaron Brown; Andrew Stewart; Rebecca Levitan,under,3,10,21,8,4,8,2,0,0,0,0,0,1,17,4
POL SCI,181,18365,001,Pub Organ Admin,Christopher Ansell,under,0,11,17,20,10,0,1,0,0,0,1,0,1,0,0
PHYS ED,11,18760,014,Pe Activities,Susanna Li-Jue,under,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1
PERSIAN,11A,18614,001,Read Comp Persian,Maryam Moeini Meybodi; Shahwali Ahmadi,under,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0
PHYSICS,7A,41764,003,Scient Engin Phys,Eric Dodds; Oskar Hallatschek,under,5,17,23,27,26,22,22,21,21,0,0,0,0,5,4
POL SCI,103,22278,001,Congress,Eric Schickler; Neil O'Brian,under,5,13,6,10,7,6,2,0,0,1,1,0,1,3,0
CIV ENG,93,24873,001,Engrg Data Analysis,Yoram Rubin,under,9,6,4,3,7,4,0,0,0,0,0,0,0,0,0
EDUC,198,42750,038,Directed Group Stdy,Anthony Mirabelli; Lorena Valdez,under,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3
MEDIAST,190,22238,001,Special Topics,Richard Jaroslovsky,under,0,4,14,9,9,1,1,0,0,0,0,0,0,0,0
XETHSTD,21AC,43100,002,Comp Surv Ethnic Gr,Christopher Chua,under,12,3,3,3,0,0,0,1,0,0,0,0,1,4,2
BIOLOGY,1B,21810,002,General Biology,Alan Shabel; Brett Boltz; Bruce Baldwin; David Ackerly; Joshua Povich,under,3,19,18,18,31,13,13,11,10,2,6,0,7,0,2
CELTIC,128,44710,001,Med Celtic Culture,Annalee Rejhon,under,0,5,1,0,1,0,0,1,0,0,0,0,0,7,1
ETH STD,197,14790,013,Field Study,Pablo Gonzalez,under,0,0,0,0,0,0,0,0,0,0,0,0,0,47,1
MUSIC,145,18139,001,Chamber Chorus,Magen Solomon; Magen Solomon,under,0,8,2,0,0,0,0,0,0,0,0,0,0,5,0
MUSIC,158A,18191,002,Music And Computing,David Coll,under,0,17,2,0,1,1,0,0,0,0,0,0,0,2,0
HISTORY,171B,44810,001,Russia 1721-1917,Victoria Frede-Montemayor,under,0,6,11,8,2,0,0,0,0,0,0,0,0,4,0
INFO,C167,40441,001,Virtul Comm/Soc Med,Edwin Lin,under,1,36,3,0,1,0,0,0,0,0,0,0,0,1,1
SOCIOL,169C,44990,001, Cultural Communica,John Kaiser,under,0,4,16,2,3,2,1,0,0,0,0,0,1,2,0
POL SCI,109Z,45182,001,Topics In Area Stdy,Gabriel Lenz; Thomas Kent,under,2,15,8,4,21,5,1,1,0,0,0,0,0,0,0
CHEM,3A,10914,002,Chem Struct React,Anjum Fitch; Jason Fang; Steven Pedersen,under,8,38,31,53,39,27,45,50,28,0,0,0,34,4,11
NE STUD,10,18026,001,Intro Near East,John Hayes,under,0,36,24,11,9,2,1,2,0,0,0,0,0,21,1
MATH,198BC,17023,001,Directed Group Stud,Antonio Montalban; Ben Wormleighton,under,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1
XRHETOR,R1B,43034,003,Craft Of Writing,Benjamin Lempert,under,0,4,4,2,1,0,0,0,0,0,0,0,0,0,0
EL ENG,130,39106,001,Ic Devices,Ali Javey,under,2,7,4,2,1,2,0,0,1,0,0,0,1,1,0
ENGLISH,130B,44443,001,Amer Lit: 1800-1865,Mitchell Breitwieser,under,1,15,14,4,3,0,0,0,0,0,0,0,0,6,1
RHETOR,167,44964,001,Adv Theory Phil Arg,Nancy Weston,under,0,2,4,1,0,1,1,0,0,0,0,0,0,3,0
PHYSICS,137A,19115,002,Quantum Mechanics,Holger Mueller,under,2,10,5,13,17,12,8,4,2,0,0,0,2,1,2
ENGLISH,130D,44445,001,Am Lit: 1900-45,Steven Lee,under,0,13,11,10,6,6,0,0,0,1,0,0,0,6,0
MUSIC,141,18047,001,Univ Orchestra,David Milnes; John Walsh,under,15,47,0,0,0,0,0,0,0,0,0,0,0,1,0
MUSIC,20A,18250,004,Basic Musicianship,Antonio Juan Marcos Cavazos; Matthew Hough,under,6,7,3,2,0,1,1,0,0,0,0,0,0,9,0
XANTHRO,2AC,42953,002,Intro Archaeology,Kimberly Christensen,under,0,12,8,0,0,0,0,1,0,0,0,0,0,1,1
INTEGBI,131L,15796,008,Human Anatomy Lab,Daniel Varajao De Latorre; Thomas Carlson,under,0,1,0,3,5,1,0,3,0,0,0,0,0,3,0
ESPM,98,23430,021,Directed Group Stdy,Richard Gibson,under,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2
EDUC,W140A,44742,001,Art Of Making Mean,Devanshi Unadkat; Glynda Hull; Jessica Adams,under,0,11,8,8,4,5,2,0,0,0,0,0,1,3,1
MUSIC,170,46386,002,"History, Culture & Analysis",Alice Miller Cotter,under,2,5,2,1,0,0,1,0,0,0,0,0,1,0,0
MATH,16B,16562,001,Anal Geo & Calculus,Kelli Talaska,under,12,49,70,56,59,37,32,23,6,5,4,2,5,12,11
MATH,98,17172,011,Directed Group Stdy,Michael Wong,under,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1
PHYS ED,4,18734,006,Pe Activities,Lon Rork,under,0,2,0,0,0,0,0,0,0,0,0,0,0,12,1
PHYSICS,7C,19207,001,Scient Engin Phys,Alex Zettl; Zachary Stone,under,3,17,9,7,10,5,4,9,5,0,3,0,1,2,0
ENGLISH,180L,44453,001,Lyric Verse,Geoffrey O'Brien,under,3,6,6,2,1,0,0,0,0,0,0,0,0,0,0
PSYCH,134,19532,001,Health Psychology,Aaron Fisher,under,3,62,32,17,11,4,3,1,1,1,0,0,0,2,0
ECON,121,22208,001,Ind Org & Pub P,Aaron Edlin; Ievgeniia Iarmosh; Roman Zarate Vasquez,under,3,20,36,39,23,10,6,3,0,0,0,0,1,1,1
M E STU,150,16347,001,Adv Std Middle East,Daniel Zoughbie,under,0,3,3,4,5,1,0,0,1,0,0,0,0,0,1
VIS STD,185X,12198,001,Word And Image,Anthony Dubovsky,under,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0
HEBREW,1A,15137,001,Elementary Hebrew,Chava Boyarin; Rutie Adler,under,2,1,0,1,4,0,0,1,0,0,0,0,1,1,0
BIO ENG,190,46591,002,Special Top In Bioe,Moriel Vandsburger; Qianyi Xie,under,1,24,6,6,3,1,2,1,0,0,0,0,0,1,0
EL ENG,142,44986,001,Integ Circ For Comm,Ali Niknejad,under,1,14,0,0,0,0,0,0,0,0,0,0,0,2,0
PHYS ED,1,19190,042,Pe Activities,Russell Ahn,under,0,4,0,1,0,0,0,0,0,0,0,0,0,21,1
HISTART,192T,22590,001,Undergraduate Semin,Whitney Davis,under,1,13,0,0,0,0,0,0,0,0,0,0,0,3,0
ANTHRO,126M,45152,001,Geoarchaeology,Lisa Maher,under,5,0,3,1,3,1,0,0,0,0,0,0,0,1,0
HISTORY,143,44808,001,Brazil,Javier Cikota,under,0,6,7,6,3,3,1,0,1,0,0,0,0,2,0
EECS,C106A,46991,001,Intro To Robotics,Ruzena Bajcsy,under,5,27,19,7,9,0,1,1,0,0,0,0,0,0,0
ESPM,42,44692,001,Insect Natural Hist,Kipling Will,under,0,11,9,7,5,3,0,0,0,0,0,0,2,17,3
BUDDSTD,C132,45398,001,Pure Land Buddhism,Mark Blum,under,0,2,1,2,0,1,0,1,0,0,0,0,0,6,0
INTEGBI,154,44542,001,Plant Ecology,Caitlin Crain,under,3,9,6,6,4,5,3,1,3,0,1,0,0,3,2
XPSYCH,1,41106,001,General Psychology,Bruce Mangan,under,2,18,17,9,13,2,4,5,3,3,1,0,1,16,4
THEATER,180,46281,001,Realization Dance,Katharine Faulkner,under,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0
SOCIOL,150,20521,001,Social Psych,Brian Powers,under,1,25,39,50,5,3,1,0,1,0,0,0,1,1,1
RHETOR,106,35279,001,Historical Disc,James Porter,under,0,5,9,7,4,1,0,0,0,0,0,0,2,5,0
MUSIC,52A,22477,001,Musicianship I,Matthew Hough,under,0,3,2,2,1,1,0,0,0,0,0,0,0,2,0
PHYS ED,4,18733,005,Pe Activities,Richard Morris,under,1,7,0,0,1,0,0,0,0,0,0,0,0,12,1
COMPSCI,39,46527,001,Freshman/Sophomore Seminar,Carlo Sequin,under,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
ENGLISH,173,46222,001,Lang/Lit Of Films,Damon Young; Stephen Best,under,1,3,13,4,8,1,1,0,0,0,0,0,0,1,0
JAPAN,1A,16089,006,Elementary Japanese,Brendan Morley; Kayoko Imagawa; Yumi Konishi,under,2,4,4,2,1,0,1,0,0,0,0,0,0,2,3
UGBA,176,10717,001,Media Consulting Pr,Diane Dwyer,under,0,5,11,3,3,0,1,0,0,0,0,0,0,4,0
EPS,101,14356,001,Fld Geol & Dig Map,Nicholas Swanson-hysell,under,0,10,6,2,2,1,0,0,1,0,0,0,0,0,0
PHYS ED,3,19003,001,Pe Activities,Elmar Stefke,under,1,0,0,0,0,0,0,0,0,0,0,0,1,19,0
PHYS ED,11,18773,022,Pe Activities,Susanna Li-Jue,under,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1
COLWRIT,R4B,13562,009,"Read,Comp,Research",Jonathan Lang,under,0,1,3,6,3,1,0,2,1,0,0,0,1,0,0
THEATER,R1A,21904,009,Performce & Writing,Angela Marino; Jessica Dorrance,under,0,7,6,3,1,0,0,0,0,0,0,0,0,0,0
ENGLISH,R1B,14052,008,Reading And Comp,Michelle Koerner,under,3,7,6,0,0,0,0,0,0,0,0,0,0,0,0
CY PLAN,140,12001,001,Citybldg/Placemkg,Elizabeth Macdonald,under,1,25,25,23,11,5,1,1,0,0,0,0,1,2,0
PHYS ED,12,18750,007,Pe Activities,Susanna Li-Jue,under,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
COM LIT,60AC,22315,001,Lit Amer Cultures,Dora Zhang,under,0,9,19,12,16,6,2,1,0,0,0,0,0,45,3
COLWRIT,R4B,13561,008,"Read,Comp,Research",John Levine,under,0,6,5,1,3,0,1,1,0,0,0,0,0,0,0
PHILOS,190,18599,001,Proseminar,Katharina Kaiser,under,0,4,4,4,0,0,0,0,0,0,0,0,0,1,0
THEATER,60,21362,001,Intro Tech Theater,Laxmi Kumaran,under,25,6,2,0,1,1,0,0,0,0,0,0,0,0,0
GERMAN,2,15344,001,Elementary German 2,Laura Sacia Bonicatto,under,0,5,3,3,1,0,1,0,0,0,0,0,0,1,1
INTEGBI,131L,15795,007,Human Anatomy Lab,Mackenzie Kirchner-Smith; Thomas Carlson,under,0,3,3,5,3,1,2,2,1,0,0,0,0,0,3
ETH STD,21AC,44625,001,Comp Surv Ethnic Gr,Victoria Robinson,under,22,41,26,4,2,0,0,0,0,0,0,0,0,6,0
JAPAN,1A,16094,011,Elementary Japanese,Chika Shibahara; Kayoko Imagawa; Masako Shimizu; -,under,0,7,3,2,0,0,0,0,2,0,1,0,0,5,3
GEOG,40,14536,001,Intro Earth Sys Sci,John Chiang,under,13,4,10,7,4,2,2,3,1,0,0,0,0,20,0
FILIPN,W1X,22851,001,Intro Filipn Online,Maria Barrios-Leblanc; Maria Barrios-Leblanc,under,8,38,0,0,0,0,0,0,0,0,0,0,0,0,0
INTEGBI,198,46801,006,Directed Group Stdy,Cecily Tye; Elizabeth Connors; Seth Finnegan,under,0,0,0,0,0,0,0,0,0,0,0,0,0,45,1
IAS,C176,22641,001,Climate Change Economics,David Anthoff,under,0,6,5,1,0,1,0,0,0,0,0,0,0,0,0
MATH,55,16421,001,Discrete Math,Alexander Bertoloni Meli; Brandon Williams; Calvin Mcphail-Snyder; Olga Holtz; Qiaochu Yuan; Shiyu Li,under,7,34,16,20,44,26,29,19,26,0,6,0,6,6,13
ETH STD,197,14820,011,Field Study,Mitzi Iniguez; Pablo Gonzalez,under,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2
ESPM,24,23441,006,Freshman Seminar,Philip Spieth,under,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2
ECON,C110,13891,001,Game Theory Soc Sci,Andrew Little,under,12,37,58,34,14,9,5,4,2,2,0,0,0,34,6
SLAVIC,45,19953,001,19th Cent Russ Lit,Lyubov Golburt,under,0,16,12,0,1,1,0,0,0,0,0,0,0,14,1
CHINESE,1X,13306,002,Elem Chinese Mandar,Li Liu,under,0,9,5,3,1,0,0,0,0,0,0,0,0,2,0
SOCIOL,190,20551,001,Sem & Res In So,Samuel Lucas,under,1,4,1,1,0,2,0,0,1,0,0,0,0,0,0
EECS,149,39018,001,Intro Embedded Syst,Edward Lee; Prabal Dutta,under,1,3,4,2,4,2,0,0,0,0,0,0,0,2,0
CHM ENG,179,11600,001,Solid State Devices,Leslie Chan; Roya Maboudian,under,4,4,0,2,2,0,2,4,1,0,1,0,0,0,0
SLAVIC,R5B,19939,002,Reading And Comp,Karina Mccorkle; Lyubov Golburt,under,0,8,6,2,0,1,0,0,0,0,0,0,0,0,0
POL SCI,2,18535,001,Intro Comparat Pol,Adnan Naseemullah,under,1,11,4,9,2,1,0,0,0,0,0,0,0,7,0
MALAY/I,1A,16612,001,Introd Indonesian,Ninik Lunde,under,3,11,3,0,0,0,0,0,0,0,0,0,0,0,0
PHYS ED,1,19280,025,Pe Activities,Jason Britton,under,0,11,0,0,0,0,0,0,0,0,0,0,0,13,0
PHYS ED,1,19310,004,Pe Activities,Susanna Li-Jue,under,0,0,2,1,1,0,0,0,0,0,0,0,0,24,3
INTEGBI,131L,15877,010,Human Anatomy Lab,Larry Taylor; Thomas Carlson,under,0,6,3,3,3,2,1,4,0,0,0,0,1,1,0
MUSIC,128T,66865,001,The Amer Musical,Mary Ann Smart; Melanie Gudesblatt,under,0,14,12,6,2,0,1,0,0,0,0,0,0,6,0
LINGUIS,154,21902,001,Lang Revitalization,Christine Beier,under,0,5,5,1,2,2,0,0,0,0,0,0,1,0,0
MEC ENG,136,46979,001,Intro Cnt Unmnd Veh,Mark Mueller,under,2,4,4,7,5,13,2,1,2,0,0,0,0,0,0
ENGLISH,165,44467,002,Special Topics,Daniel Benjamin; Lyn Hejinian,under,0,13,0,0,0,0,0,0,0,0,0,0,0,1,0
SPANISH,25,21322,004,Read And Analysis,Daylet Dominguez; Yairamaren Roman Maldonado,under,1,5,5,3,1,0,0,0,0,0,0,0,0,1,1
SOCIOL,142,46244,001,War And Conflict,Martin Sanchez-Jankowski,under,5,11,3,5,2,2,1,0,1,2,0,0,0,6,1
PHYSICS,10,46721,001,Descriptive Intro,Benjamin Horowitz; Daniel Hogan; Ramamoorthy Ramesh,under,16,15,8,7,5,2,3,0,0,0,0,0,1,34,2
PHYS ED,12,18974,025,Pe Activities,Susanna Li-Jue,under,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
CHEM,3BL,10877,001,Organic Chem Lab,Anjum Fitch; Maryann Robak,under,14,190,64,22,10,4,0,2,0,0,0,0,1,1,1
FRENCH,2,14742,005,Elementary French,Lauren Dixon; Seda Chavdarian,under,0,4,2,3,1,0,0,0,0,0,0,0,0,0,0
ITALIAN,R5A,16204,001,Reading & Comp,Barbara Spackman; Lauren-claire Kelley,under,0,2,4,7,2,1,0,0,0,0,0,0,0,0,0
PHYS ED,1,19281,026,Pe Activities,Jason Britton,under,0,11,0,0,0,1,0,0,0,0,0,0,0,11,1
ETH STD,10AC,14416,001,Hist Of Race West,Christian Paiz,under,20,70,35,7,6,2,0,0,0,0,0,0,1,12,0
IAS,107,14853,001,Inter Macro Theory,Mario Muzzi,under,5,18,10,15,16,9,6,7,6,3,3,0,4,0,3
