Course Subject Cd,Course Number,Section Nbr,Instr Name Concat,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,Pass,Satisfactory,Not Pass,Unsatisfactory,Incomplete
ANTHRO,1,1,Sabrina Agarwal,53,79,57,33,35,13,8,4,4,1,,,2,15,,4,,1
ANTHRO,2AC,1,Laurie Wilkie,4,45,17,16,34,12,4,14,3,2,3,3,3,66,,18,,
ANTHRO,3AC,1,Stanley Brandes,22,125,98,43,32,9,3,3,,,,,3,38,,7,,
ANTHRO,R5B,1,Mary Berry; Terra Edwards,3,12,2,1,2,,,,,,,,,,,,,
ANTHRO,R5B,2,Joshua Craze; Mary Berry,,11,4,3,2,1,,,,,,,,,,,,
ANTHRO,R5B,3,Elizabeth Green; Mary Berry,2,5,3,6,,1,1,,,,,,,,,,,
ANTHRO,84,1,Rosemary Joyce,2,9,,,,,,,,,,,,2,,,,
ANTHRO,112,1,Patrick Beauchesne,2,14,17,8,2,1,2,1,,,,,1,,,,,
ANTHRO,114,1,Saba Mahmood,3,31,45,32,17,15,1,2,,,1,,7,1,,,,3
ANTHRO,115,1,Nancy Scheper-Hughes,2,22,11,8,11,2,1,,1,2,,,,4,,,,
ANTHRO,119,1,Anne Lovell,1,11,5,7,2,,1,,,1,,,,3,,,,1
ANTHRO,128,1,Lisa Maher,1,6,9,2,1,3,1,1,,,1,,,,,1,,
ANTHRO,C129D,1,Patrick Kirch,7,3,6,3,,,1,,,,,,1,,,,,
ANTHRO,135,1,Christine Hastorf,2,4,1,,,2,1,2,1,,,,,,,,,
ANTHRO,137,1,Laura Nader,2,22,22,31,25,16,10,8,1,,1,,4,19,,4,,
ANTHRO,138B,1,Nathan Kwame Braun,,4,3,2,,1,,,,,,,,,,,,
ANTHRO,152,1,Daniel Fisher,,2,5,3,5,6,2,,,,,,1,9,,,,
ANTHRO,158,1,Charles Hirschkind,4,32,17,15,9,5,,2,2,,,,1,5,,4,,
ANTHRO,162,1,Pertti Anttonen,3,7,3,,,,,,,,,,1,,,,,
ANTHRO,166,1,Nathaniel Dumas,,2,8,3,1,,,,,,,,,,,,,
ANTHRO,174AC,1,Kent Lightfoot,6,31,14,11,10,2,,1,,,,,,8,1,1,,
ANTHRO,181,1,Stefania Pandolfo,4,10,3,3,1,1,,,,,,,,6,,1,,2
ARCH,24,1,W Martin,,,,,,,,,,,,,,11,,1,,
ARCH,100B,1,Gerard Creedon,,8,24,31,29,16,6,6,3,,,,3,,,2,,2
ARCH,100D,1,Lisa Iwamoto,,5,8,4,3,,,,,,,,,,,,,
ARCH,100D,2,Rene' Davids,2,3,4,3,,,,,,,,,,1,,,,1
ARCH,100D,3,Darell Fields,,,,2,3,,3,,,,,,,2,,,,1
ARCH,102B,1,Jill Stoner; Margaret Ikeda,1,9,2,4,1,,1,,,,,,,,,,,
ARCH,111,1,Nezar Alsayyad; Shraddha Navalli; Sophie Gonick,1,6,4,3,1,1,,,,,,,,1,,1,,
ARCH,140,1,Gail Brager; Stefano Schiavon,2,18,29,20,32,23,15,6,2,1,1,,1,1,3,,,1
ARCH,154,1,Kelly Wilson; R.Gary Black,,2,4,1,,,,,,,,,,3,,,,
ARCH,160,1,Dana Buntrock,5,33,15,10,26,11,12,8,2,,,,,3,,1,,2
ARCH,170B,1,Margaret Crawford,,9,18,18,22,23,22,6,5,3,1,,1,3,,,,1
ARCH,180AC,1,Victoria Robinson,1,19,11,4,4,3,,2,2,,,,2,8,1,2,,
ENV DES,1,1,W Martin,,19,14,18,10,1,,1,,,,,1,4,,,,
ENV DES,R3B,1,Renee Chow; Saima Akhtar,,6,6,1,1,1,,,1,,,,,,,,,
ENV DES,4A,1,Laura Crescimano; Ronald Rael; Walter Hood,,24,21,,,2,,,,,2,,1,1,,1,,
ENV DES,4C,1,Jennifer Wolch; Kristina Hill; M Ubbelohde,,4,9,3,5,3,1,,,,,,,3,,5,,
ENV DES,11A,1,Darell Fields,,2,2,8,14,5,2,5,3,,,,2,1,,,,1
ENV DES,11B,1,Keith Plymale,,4,2,6,1,2,,1,,,,,,,,,,
ENV DES,100,1,Marco Cenzatti,12,23,33,25,17,12,,1,1,,,,,21,,2,,
ENV DES,101A,1,Raymond Lifchez,2,7,,,,1,,,,,,,,,,,,
ENV DES,C169B,1,Paul Groth,1,6,1,1,3,1,,,,,,,,1,,,,
ENV DES,198,4,Arami Matevosyan; Keith Plymale,,,,,,,,,,,,,,10,,1,,
VIS STD,185X,1,Anthony Dubovsky,2,11,1,1,,,,,,,,,,,,,,
VIS STD,187A,1,Jean Bourdier,1,3,5,1,1,,,,,,,,,,,,,
ART,8,1,John Mcnamara,13,46,12,7,2,3,,,,,,,,1,,1,,
ART,12,1,Lordy Rodriguez,,7,3,6,1,2,,,,,,1,,1,,,,
ART,12,3,Stephanie Lie,1,9,9,2,2,,,,,,,,1,1,,,,
ART,13,1,John Mcnamara,2,16,1,,,,,,,,,,,,,,,
ART,13,2,Craig Nagasawa,,11,1,,1,,1,,,,,,,1,,1,,
ART,14,1,Daniel Nevers,,4,7,2,,1,,1,,,,,,2,1,,,
ART,14,2,Erik Scollon,1,4,7,1,3,1,,1,,,,,,1,,,,
ART,W23AC,1,Greg Niemeyer,8,11,1,2,1,,1,,,,,,,1,,,,2
ART,102,2,Indira Morre,8,8,1,1,,1,,,,,,,,1,,,,
ART,117,1,Miriam Dym,2,8,3,2,1,3,,,,,,,,,,,,
ART,118,1,Aida Gamez,,10,3,4,,,,,,,,,,1,,,,
ART,119,1,Allan Desouza,1,23,14,,,1,,,,,,,,,,,,
ART,120,1,Randy Hussong,3,12,1,,,,,,,,,,,,,,,
ART,123,1,Randy Hussong,,13,3,,,1,,,,,,,,1,,,,
ART,130,1,Stephanie Syjuco,,7,3,1,1,3,,,,,,,,2,,,,
ART,141,1,Lucy Raven,,2,4,2,2,,,,,,,,,,,,,
ART,160,3,Elise Putnam,2,4,4,1,,,,,,,,,,,,,,
ART,160,4,Azin Seraj,3,6,2,1,,1,,,,,,,,,,,,
ART,165,1,Katherine Sherwood,2,15,4,4,1,1,,,,,,,,,,,,2
ART,178,1,Greg Niemeyer,2,15,1,,5,,,,,,,,,1,1,,,
ART,180,1,Allan Desouza,,14,5,1,,,,,,,,,,,,,,
ART,185,1,Daniel Nevers,,5,5,2,3,2,,,,,,,,,,,,
ART,185,102,Katherine Sherwood,,10,9,,,1,,2,,,,,,,,,,
ASTRON,3,1,Leo Blitz,1,5,1,2,1,2,4,,,,,,3,8,,2,,
ASTRON,7B,1,Eugene Chiang,4,5,,9,6,3,1,4,2,,,,1,2,,,,
ASTRON,C10,1,Alexei Filippenko,35,82,58,36,54,19,19,11,1,1,3,4,6,214,1,33,,
ASTRON,98,1,James Graham,,,,,,,,,,,,,,14,,1,,
ASTRON,121,1,Aaron Parsons,3,,3,3,3,1,,2,,,,,,,,,,2
ASTRON,C161,1,Marc Davis,4,12,2,1,,1,,,,,,,,,,,,
ASTRON,C162,1,Raymond Jeanloz,1,9,1,3,1,1,,1,1,,,,,,,,,
BIO ENG,25,1,Hayley Lam,,,,,,,,,,,,,,202,,13,,
BIO ENG,101,1,Steven Conolly,4,8,4,4,1,3,1,,,,1,,,,,,,
BIO ENG,104,1,Terry Johnson,4,26,24,6,21,10,2,1,1,,1,,,,,,,1
BIO ENG,111,1,Seung-Wuk Lee,6,7,,5,4,,1,,,,,,,,,,,
BIO ENG,115,1,Hayley Lam,2,23,4,2,,,,,,,,,,,,,,
BIO ENG,116,1,Song Li,3,10,17,16,14,4,5,,,,,,,,,,,
BIO ENG,121L,1,Byungrae Cho; Luke Lee,1,12,1,,,,,,,,,,,,,,,
BIO ENG,140L,1,JOHN ANDERSON,,6,3,2,2,1,,1,2,,,,,1,,,,
BIO ENG,C144,1,Kimmen Sjolander,,2,4,4,15,1,1,1,,1,,,2,1,,,,
BIO ENG,C144L,1,Kimmen Sjolander,2,1,2,1,4,4,1,,,,,,,1,,,,
BIO ENG,C144L,2,Kimmen Sjolander,,3,3,1,3,2,1,,,,,,2,,,,,
BIO ENG,148,1,John Dueber,1,7,8,11,7,,2,1,,,,,,,,,,
BIO ENG,151,1,Amy Herr,1,6,1,,1,,,3,,,1,,,1,,,,
BIO ENG,163,1,Gerard Marriott,6,13,11,3,2,1,,,,,,,,,,,,
BUDDSTD,C128,1,Alexander Von Rospatt,2,13,9,5,2,1,,,,,,,1,11,,,,
UGBA,10,1,Cristina Banks; Krystal Thomas; Maria Nondorf; Omar Romero-hernandez,15,139,108,72,56,22,17,13,4,3,3,,,30,,6,,
UGBA,100,1,Arturo Perez-Reyes,,,3,15,4,,,,,,,,,,,,,
UGBA,100,2,Krystal Thomas,1,5,11,8,2,1,,,,,,,,,,,,
UGBA,100,3,Krystal Thomas,1,5,12,9,1,1,,,,,,,,,,,,1
UGBA,100,4,Ryan Sloan,,1,11,18,,,,,,,,,,,,,,
UGBA,100,5,Ericka Lutz,,1,12,9,1,1,,,,,,,,,,,,1
UGBA,100,6,Ericka Lutz,,5,14,7,2,1,,,,,,,,,,,,
UGBA,100,7,Daniel Himelstein,,2,15,11,2,,,,,,,,,,,,,
UGBA,101A,1,Todd Fitch,,12,10,7,12,4,3,,,,,,1,4,,2,,
UGBA,101B,1,Steven Wood,,9,15,25,22,12,9,5,5,,1,,4,4,1,,,
UGBA,101B,2,Steven Wood,,7,14,20,12,13,6,5,3,,1,,1,3,,2,,
UGBA,102A,1,John Briginshaw,3,15,11,13,7,3,3,1,,,1,,,6,,,,
UGBA,102B,1,Alexander Nezlobin,13,7,11,28,6,8,,2,3,,,,2,7,,2,,
UGBA,102B,2,Alexander Nezlobin,11,4,9,17,8,6,2,3,2,,,,2,,,,,1
UGBA,102B,3,Alexander Nezlobin,20,14,12,21,20,20,3,1,2,,2,,4,5,,,,
UGBA,103,1,Dmitry Livdan; Johan Walden,6,36,40,68,28,10,3,,,,,,,13,,1,,2
UGBA,103,2,Dmitry Livdan; Johan Walden,4,23,26,47,20,7,1,2,,,,,,3,,,,1
UGBA,104,1,Thomas Lee,2,30,21,22,12,14,,2,,,,,2,2,,,,
UGBA,105,1,Edward Kass,,28,36,29,32,12,2,,,,,,,1,,,,
UGBA,105,2,Edward Kass,,23,24,33,22,9,4,,,,,,,10,,,,2
UGBA,106,1,Yuichiro Kamada,16,25,47,43,15,12,6,1,,1,1,,,11,,,,1
UGBA,107,1,Alan Ross,,30,62,58,34,14,1,1,1,,,,,20,,,,2
UGBA,115,1,Frank Schultz,,9,30,13,,,1,,,,,,,2,,,,1
UGBA,119,1,Frank Schultz,,9,10,4,,,,,,,,,,3,,,,
UGBA,120AA,1,Francis Stanton,7,15,10,,14,3,,,,,,,,,,,,1
UGBA,120AB,1,Tiffany Rasmussen,,18,18,11,9,3,1,,,,,,,3,,,,
UGBA,120B,1,Francis Stanton,4,10,10,,3,,,,,,,,,3,,,,
UGBA,121,1,Alan Cerf,2,32,,16,4,3,,,,,,,1,5,,1,,
UGBA,122,1,Francis Stanton,6,10,13,,9,12,,2,,,,,,3,,,,
UGBA,126,1,Tiffany Rasmussen,,12,7,7,4,,,,,,,,,3,,,,
UGBA,129,1,Maria Nondorf,1,17,6,3,1,1,1,,,1,,,,3,,,,
UGBA,131,1,Stephen Etter,,35,,2,16,,,,,,,,,2,,,,
UGBA,132,1,James Wilcox,,21,6,8,6,5,,,1,,1,,,8,,,,
UGBA,133,1,Christine Parlour,11,8,19,7,2,3,3,,,,,,,1,,1,,
UGBA,137,4,Sumon Mazumdar,1,7,3,10,5,,,,,,,,,3,,,,1
UGBA,141,1,Candace Yano,1,7,8,7,4,,,1,1,,,,,3,,,,
UGBA,152,1,Holly Schroth,,15,11,7,6,2,1,1,,,,,,,,,,
UGBA,152,2,Holly Schroth,1,16,9,5,4,3,1,,,,,,,,,,,
UGBA,154,1,Edward Kass,,15,13,7,2,,,1,,,,,,5,,,,1
UGBA,155,1,Daniel Mulhern,,21,9,3,4,3,,2,1,,,,,6,,2,,
UGBA,157,2,Whitney Hischier,,,17,8,6,,,,,,,,,,,,,
UGBA,165,1,Clayton Critcher,2,14,26,15,3,3,,,,,,,,1,,,,
UGBA,167,1,David Robinson,2,10,5,4,3,,2,,,,,,,4,,,,
UGBA,168B,1,Wasim Azhar,2,10,6,13,1,,,,,,,,,2,,,,
UGBA,170,1,John Phillips,,18,17,4,4,,,,,,,,,6,,,,
UGBA,170,2,John Phillips,,4,11,6,4,1,,,,,,,,3,,,,
UGBA,C172,1,Christine Rosen,4,5,10,7,9,5,3,,,,,,,3,,3,,
UGBA,178,1,Daniel Himelstein,,1,19,9,3,,,,,,,,,1,,,,
UGBA,183,1,Amir Kermani,3,3,9,8,1,2,,,,,,,,7,,,,
UGBA,184,1,Victor Couture,4,1,7,1,1,1,,,,,,,,3,,,,
UGBA,190T,1,Clark Kellogg,,8,8,8,4,,,,,,,,,3,,,,1
UGBA,190T,2,Alice Agogino,1,2,8,6,,,,,,,,,,,,,,
UGBA,190T,3,Reza Moazzami,1,7,5,5,,1,,,,,,,,5,,2,,
UGBA,191P,1,Cort Worthington,,9,9,6,5,,,,,,,,,3,,,,
UGBA,191P,2,Cort Worthington,,10,4,8,7,,,,,,,,,3,,,,
UGBA,192N,1,Colin Lacon; Kimberly Wright-violich,,3,14,2,,,,,1,,,,,2,,,,
UGBA,192N,2,Benjamin Mangan,,1,7,5,5,,,,,,,,1,6,,,,
UGBA,192T,1,Kellie Mcelhaney,,9,5,4,7,,,,,,,,,4,,,,
UGBA,193I,1,Solomon Darwin,2,4,10,4,,2,,,,,,,,,,,,
UGBA,194,1,Alan Ross,,,,,,,,,,,,,,106,,9,,
UGBA,195A,1,Kurt Beyer,3,10,11,14,8,6,,,,,,,,4,,,,
UGBA,196,1,Fred Selinger,6,74,32,29,14,8,,,,,,,,139,,,,
UGBA,196,2,Fred Selinger,6,51,44,22,17,4,2,,,,,,,142,,3,,1
UGBA,196,3,Daniel Himelstein,,2,16,1,2,,,,,,,,,1,,,,
UGBA,196,4,Christopher Giles,,1,14,3,7,3,,,,,,,,3,,,,
UGBA,198,4,Ericka Lutz,,,,,,,,,,,,,,13,,1,,
UGBA,198,8,Nicolae Garleanu,,,,,,,,,,,,,,8,,1,,1
CHM ENG,98,3,Jeffrey Reimer,,,,,,,,,,,,,,45,,,,1
CHM ENG,140,1,Paul Bryan,1,2,,2,2,,1,1,,1,,,1,,,,,
CHM ENG,141,1,Wenjun Zhang,3,10,9,13,20,15,12,16,13,,4,,4,,,,,
CHM ENG,150A,1,Robert Eldridge,,15,,8,44,10,5,32,7,,6,,3,,,,,
CHM ENG,154,1,Colin Cerretani,3,24,11,5,14,9,4,3,,,,,,,,,,
CHM ENG,160,1,Dean Draemel,1,,4,12,13,11,8,6,8,,2,,1,,,1,,
CHM ENG,162,1,Nitash Balsara,1,13,18,19,9,10,9,4,6,,2,,3,,,,,
CHM ENG,179,1,Roya Maboudian,1,5,1,6,7,3,,2,2,,,,,,,,,
CHM ENG,185,1,Shannon Ciston,,7,9,9,6,1,,,,,,,,,,,,
CHM ENG,185,2,Shannon Ciston,,7,8,4,8,3,,,,,,,,,,,,
CHM ENG,185,3,Shannon Ciston,,10,11,6,5,,,,,,,,,,,,,
CHM ENG,198,3,Jeffrey Reimer,,,,,,,,,,,,,,36,1,1,,
CHEM,1A,1,Richard Saykally,5,36,14,13,43,22,14,69,60,,33,,28,8,,42,,
CHEM,1A,2,Richard Saykally,5,52,13,15,43,26,34,64,58,,38,,23,13,,30,,
CHEM,1AL,1,Bryan Krantz,7,251,28,72,66,13,6,3,,,1,,5,3,,6,,2
CHEM,1AL,2,Bryan Krantz,6,139,16,38,55,10,2,3,,,,,1,5,,1,,2
CHEM,1B,1,Michelle Douskey,13,31,17,11,16,1,,2,2,,,,,1,,1,,
CHEM,3A,1,Peter Marsden,6,42,44,49,51,32,42,45,30,,10,,2,2,,3,,2
CHEM,3A,2,Peter Marsden,7,33,49,62,63,31,76,77,33,,12,,8,1,,4,,
CHEM,3AL,1,Steven Pedersen,,228,113,8,4,4,1,,,,,,,,,,,3
CHEM,3AL,2,Steven Pedersen,,175,76,4,1,3,,2,,,,,,,,,,2
CHEM,3B,1,Richmond Sarpong,4,27,14,28,32,20,37,31,12,,2,,2,3,,5,,3
CHEM,3B,2,Richmond Sarpong,7,35,22,29,34,35,39,36,15,,4,,3,4,,1,,1
CHEM,3BL,1,Steven Pedersen,,39,149,35,25,13,19,6,4,,,,1,2,,1,,3
CHEM,3BL,2,Steven Pedersen,,53,99,18,5,13,9,4,,,,,1,1,,,,2
CHEM,4B,1,Jamie Doudna Cate; Ronald Cohen,3,20,40,52,44,30,17,7,3,2,,,,4,,,,2
CHEM,98,1,Matthew Francis,,,,,,,,,,,,,,29,,2,,1
CHEM,98,2,Marcin Majda,,,,,,,,,,,,,,11,,1,,
CHEM,98,3,Marcin Majda,,,,,,,,,,,,,,13,,1,,
CHEM,104B,1,John Hartwig,1,11,7,5,16,6,2,8,3,,2,,1,,,,,
CHEM,105,1,John Groves,1,3,2,5,11,6,1,2,,,,,,,,,,1
CHEM,C110L,1,Isabelle Le Blanc,,4,5,2,5,1,1,5,2,,,,,,,,,
CHEM,112B,1,Felix Fischer,6,11,10,11,12,13,14,11,10,,5,,3,,,,,2
CHEM,115,1,Robert Bergman,2,13,3,2,,,,,,,,,,,,,,
CHEM,120A,1,Tanja Cuk,5,18,23,33,22,20,24,8,7,,10,,2,1,,1,,
CHEM,120B,1,David Chandler,,7,2,1,4,2,,4,,,1,,1,1,,,,1
CHEM,125,1,Gabor Somorjai,2,14,9,1,4,3,,,,,,,,,,,,1
CHEM,C130,1,Jamie Doudna Cate; Teresa Head-Gordon,1,1,4,1,4,1,2,,,,,,1,1,,,,
CHEM,130B,1,Naomi Ginsberg,,6,3,4,5,1,3,2,,,,,1,1,,,,
CHEM,135,1,Ming Hammond,2,4,3,6,4,2,4,,2,1,2,,,,,,,
CHEM,146,1,Heino Nitsche,2,1,2,1,5,2,,1,,,,,,,,,,
CHEM,C150,1,Jeffrey Long,1,9,4,3,5,2,,,,,,,1,,1,,,
CHEM,C182,1,Kristie Boering,,5,6,4,2,2,,2,,,,,,,,,,
CY PLAN,110,1,James Buckley,2,11,4,14,12,9,4,7,3,1,2,,3,8,,5,,2
CY PLAN,111,1,Nezar Alsayyad; Shraddha Navalli; Sophie Gonick,3,13,7,6,2,2,2,3,1,,,1,,3,,1,,1
CY PLAN,114,1,Daniel Chatman,,10,24,18,12,2,,,,,,,,3,,,,
CY PLAN,116,1,Kimberly Suczynski,3,9,12,2,,,,,,,,,,,,,,
CY PLAN,118AC,1,Ariel Bierbaum; David Ralston; Paul Waddell,7,8,13,3,8,6,5,1,2,,,1,2,6,,3,,1
CY PLAN,119,1,Charisma Acey,,56,7,1,2,1,1,,,,,,,,,,,1
CY PLAN,120,1,Michael Dear,,7,18,14,11,8,2,,,,,,,3,,,,
CY PLAN,190,1,Deborah Mckoy,,10,,3,,,,,,,,,,1,,,,
CIV ENG,11,1,Arpad Horvath,2,32,17,13,17,4,5,4,2,1,2,,,1,,,,
CIV ENG,24,2,John Dracup,,,,,,,,,,,,,,17,,1,,
CIV ENG,C30,1,Panayiotis Papadopoulos,,2,2,2,2,2,2,2,,,,,,1,,1,,
CIV ENG,C30,2,Anil Chopra,,,1,1,1,1,2,,2,1,2,,2,,,,,
CIV ENG,60,1,Claudia Ostertag,,5,6,5,8,3,3,,3,,,,,,,,1,
CIV ENG,93,1,Yoram Rubin,6,18,2,7,7,,,1,,,,,,,,,,
CIV ENG,98,1,Abolhassan Astaneh-Asl,,,,,,,,,,,,,,13,,,1,
CIV ENG,100,1,Mark Stacey,2,10,8,4,3,7,1,4,,,,,,,,,,
CIV ENG,103,1,Sally Thompson,5,21,,8,,8,1,1,,,,,,,1,,,
CIV ENG,C106,1,Allen Goldstein,2,10,2,3,10,1,3,1,,,,,,,,,,
CIV ENG,107,1,William Nazaroff,1,15,10,26,14,9,5,4,,,,1,,,,1,,
CIV ENG,112,1,Slawomir Hermanowicz,1,4,7,3,,,,,,,,,,,,,,
CIV ENG,120,1,Marios Panagiotou,,14,17,15,16,,,5,1,,,,1,,,1,,
CIV ENG,121,1,Filippos Filippou,2,7,7,8,11,4,,2,,,,,1,,,,,
CIV ENG,122L,1,Abolhassan Astaneh-Asl,2,8,,,,,,,,,,,,,,,,
CIV ENG,123L,1,Jack Moehle,,24,4,,,,,,,,,,,,,,,
CIV ENG,130N,1,Sanjay Govindjee,1,8,11,12,6,,3,3,,,2,,1,,,,,
CIV ENG,C133,1,Tarek Zohdi,,3,3,2,2,,1,,,1,,1,,2,,,,
CIV ENG,155,1,Alexei Pozdnoukhov,3,3,11,3,4,7,4,3,2,1,2,,,,,,,
CIV ENG,156,1,Joan Walker,1,4,5,6,7,3,3,2,1,,,,,1,,,,
CIV ENG,165,1,Paulo Monteiro,2,14,8,6,5,5,,1,,,,,,,,,,
CIV ENG,175,1,Raymond Seed,3,20,4,9,2,3,1,,,,,,,,,,,3
CIV ENG,186,1,Raja Sengupta; Steven Glaser,,3,2,,2,2,1,,,,,,,,,,,
CIV ENG,198,6,Ben Hightower; Samer Madanat,,,,,,,,,,,,,,11,1,1,,
CLASSIC,10B,1,Kathleen Mccarthy,1,21,25,17,8,6,3,2,1,,,,,23,,3,,1
CLASSIC,17B,1,J. Pena,,2,8,1,5,3,,2,,,,,1,5,,1,,
CLASSIC,28,1,Seth Schein,,46,40,28,13,6,2,1,,,,1,1,41,,4,,
CLASSIC,35,1,Mark Griffith,,6,7,5,1,,3,1,,,,,,5,,,,1
CLASSIC,130,1,J. Pena,,3,7,5,4,,,,,,,,,3,,2,,1
CLASSIC,172,1,Kim Shelton,,6,4,2,,,,,,,,,,1,,,,1
CLASSIC,175D,1,Lisa Pieraccini,,8,4,2,3,4,,1,,1,,,,4,,3,,
GREEK,101,1,Donald Mastronarde,,2,3,,1,1,1,,,,,,,,1,1,,
LATIN,1,4,Kathleen Mccarthy; Kevin Moch,4,2,1,3,,1,,,,,,,,1,,,,
LATIN,40,1,Joel Street; Kathleen Mccarthy,,8,5,,,,1,,,,,,,,,,,
LATIN,100,1,Trevor Murphy,,3,1,2,,1,,1,,,,,,,1,1,,
LATIN,102,1,Kathleen Mccarthy,,5,3,2,1,,,,,,,,,,,,,
LATIN,119,1,Ellen Oliensis,,6,2,1,,1,,,,,1,,,,1,,,1
COLWRIT,1,1,Nancy Hunt,,,,,,,,,,,,,,12,2,,,
COLWRIT,1,2,Nancy Hunt,,,,,,,,,,,,,,12,2,,,
COLWRIT,R1A,1,Caroline Cole,,,2,,2,2,2,2,,,,,,,,1,,1
COLWRIT,R1A,2,Jordan Ruyle,,3,2,1,1,2,1,,,,1,,,,,,,
COLWRIT,R1A,4,Chisako Asakawa,,,2,5,4,2,,,,,,,1,,,,,
COLWRIT,R1A,5,Benjamin Spanbock,,,,4,3,3,1,,,,1,,,,,,,
COLWRIT,R1A,6,Patricia Steenland,,2,,3,3,,,3,,,,,,,,1,,
COLWRIT,R1A,7,Daniel Husman,1,2,2,2,2,,,1,,,,,1,,,,,
COLWRIT,R1A,8,Donnett Flash,,,,3,3,5,,2,,,,,,,,,,
COLWRIT,R1A,9,Jonathan Lang,,2,4,2,1,2,1,,2,,,,,,,,,
COLWRIT,R1A,10,Kimberly Freeman,,,3,4,3,1,1,,,,,,,,,,,
COLWRIT,R1A,12,Mary Grover,,4,2,1,4,,,,,,,,1,,,,,
COLWRIT,R1A,13,Michelle Baptiste,,5,4,,,2,,3,,,,,,,,,,
COLWRIT,R1A,14,Elizabeth Williams,,1,3,3,2,3,1,,,,,,,,,,,
COLWRIT,R1A,15,Margi Wald,,3,2,1,6,1,,,,,,,,,,,,1
COLWRIT,R1A,17,David Wiese,2,6,1,1,2,1,,,,,,,1,,,,,1
COLWRIT,R1A,18,Elizabeth Williams,,1,1,2,8,2,,,,,,,,,,,,
COLWRIT,R1A,19,Michael Howerton,,4,3,,3,,,,1,,,,1,,,,,
COLWRIT,R1A,20,Barrie Roberts,,3,3,3,2,2,1,1,1,,,,,,,,,
COLWRIT,R1A,21,Daniel Husman,,1,2,3,3,2,2,,,,,,,,,,,
