CourseID,CNUM,SECTION,INSTNAME,A +,A,A -,B +,B,B -,C +,C,C -,D +,D,D -,F
ANTHRO,139,1,L NADER,3,34,51,38,26,11,5,4,4,1,1,0,11
ANTHRO,162,1,K YOUNG,2,25,8,3,16,3,0,1,0,0,0,0,0
ANTHRO,170,1,X LIU,0,14,31,11,5,1,0,1,0,0,0,0,1
ANTHRO,184,1,L COHEN,7,8,10,8,2,5,0,0,0,0,0,0,1
ANTHRO,189,3,J HOLSTON,2,12,3,2,0,0,0,0,1,0,0,0,0
ANTHRO,189,4,H MIALET,1,11,2,1,0,0,0,0,0,0,0,0,0
ANTHRO,189,5,D KASNITZ,0,7,2,2,0,0,0,0,0,0,0,0,0
ANTHRO, 189A,1,T OCHOA,0,30,11,5,6,2,0,0,0,0,0,0,0
ANTHRO,C100,1,T WHITE,0,2,1,3,5,1,2,3,1,0,1,0,1
ANTHRO,R005B,1,A THEISSEN,0,5,3,3,2,0,0,0,0,0,0,0,0
ANTHRO,R005B,2,P SKAFISH,0,6,7,1,0,0,0,0,0,0,0,0,0
ANTHRO,R005B,3,C HUANG,0,3,6,4,2,0,0,0,0,0,0,0,0
ANTHRO,R005B,4,M GOODWIN,0,1,10,2,1,0,0,0,0,0,0,0,0
ANTHRO,R005B,5,S MERCADO,1,2,8,2,1,1,0,0,0,0,0,0,0
ARABIC, 001B,1,A EL-SHAER,2,4,2,0,0,2,1,0,0,0,0,0,0
ARABIC, 001B,2,J VIVRETTE,2,7,6,1,1,0,0,0,0,0,0,0,0
ARABIC, 001B,3,H BAZIAN,3,7,5,1,0,0,0,0,0,0,0,0,0
ARABIC, 020B,2,H BAZIAN,3,5,6,2,0,0,0,0,0,0,0,0,0
ARCH, 100A,1,W DI NAPOLI,7,16,15,22,7,2,2,0,0,0,0,0,2
ARCH, 100B,1,L IWAMOTO,0,7,7,12,13,8,9,0,4,5,0,0,4
ARCH,102,1,J STONER,1,3,6,2,1,1,0,0,0,0,0,0,0
ARCH, 109X,1,J STONER,1,4,3,3,0,0,0,0,0,0,0,0,0
ARCH,111,1,N ALSAYYAD,0,4,4,11,1,2,0,0,0,0,0,0,0
ARCH,130,1,C CRYSLER,11,13,15,15,11,8,4,4,0,2,0,0,2
ARCH,140,1,G BRAGER,2,17,25,21,27,14,12,8,0,0,0,0,1
ARCH,154,1,R BLACK,3,3,4,1,0,0,0,0,0,0,0,0,0
ARCH,160,1,D BUNTROCK,4,16,26,21,7,4,0,2,1,0,0,0,1
ARCH, 170B,1,B LITTMANN,1,18,28,41,63,38,8,15,3,0,0,0,5
ART,8,1,J MCNAMARA,27,47,19,2,2,0,0,0,0,0,0,0,1
ART,12,1,V DEJESUS,11,5,3,0,0,0,0,0,0,0,0,0,1
ART,12,2,A EBTEKAR,3,12,3,1,0,0,0,0,0,0,0,0,0
ART,12,3,C NAGASAWA,0,15,3,3,0,0,0,0,0,0,0,0,0
ART,13,1,J MCNAMARA,0,16,1,1,0,0,0,0,0,0,0,0,0
ART,13,2,J JAGEL,4,4,4,3,1,1,0,0,0,0,0,0,0
ART,14,1,B REIMAN,0,9,2,1,0,0,0,0,0,0,0,0,0
ART,14,2,C ABBOTT,3,9,7,2,1,0,0,0,0,0,1,0,0
ART,102,1,S CARNWATH,0,9,7,4,1,1,1,0,0,0,0,0,0
ART,102,2,K SHERWOOD,2,8,3,4,2,1,0,0,0,0,0,0,1
ART,102,3,K SLOAT,1,10,4,1,1,3,0,3,0,0,0,0,0
ART,117,1,C NAGASAWA,0,20,0,2,0,0,0,0,0,0,0,0,1
ART,117,3,K SCHNELL,0,8,2,5,3,0,0,0,0,0,0,0,0
ART,118,1,J TAYLOR,2,15,5,1,1,0,0,0,0,0,0,0,0
ART,120,2,R HUSSONG,3,7,4,4,0,1,0,0,0,0,0,0,0
ART,124,1,R HUSSONG,0,13,6,2,0,0,0,0,0,0,0,0,0
ART,132,1,R SHAW,1,16,0,3,4,0,0,0,0,0,0,0,1
ART,137,1,R SHAW,6,5,0,0,2,1,0,1,0,0,0,0,0
ART,138,1,B REIMAN,0,16,1,0,0,0,0,0,0,0,0,0,0
ART,142,1,K RADLEY,10,6,4,1,0,0,0,0,0,0,0,0,0
ART,160,2,T PAGLEN,0,9,2,4,0,1,0,0,0,0,0,0,0
ART,165,1,K SHERWOOD,1,13,11,4,2,0,0,0,0,0,0,0,0
ART,174,2,A WALSH,0,8,4,1,0,1,0,0,0,0,0,0,0
ART,175,1,G NIEMEYER,6,7,0,0,0,0,0,0,0,0,0,0,0
ASAMST, 020A,1,C CHOY,3,34,57,16,5,2,1,0,0,0,0,0,1
ASAMST, 020B,1,H DONG,0,21,13,2,0,0,0,0,0,0,0,0,0
ASAMST,125,1,K UM,0,6,9,6,3,1,0,0,0,0,0,0,1
ASAMST,127,1,J SINGH,0,8,5,0,0,0,0,0,0,0,0,0,0
ASAMST,145,1,M OMI,0,8,5,2,10,0,1,0,0,0,0,0,0
ASAMST,146,1,J TAKAHASHI,0,13,10,1,1,0,0,0,0,0,0,0,0
ASAMST,151,1,K YAMANAKA,0,13,8,0,0,0,0,0,0,0,0,0,0
ASAMST,171,1,E KIM,0,31,8,20,18,4,3,1,0,0,0,0,0
ASAMST,179,1,S WONG,5,7,5,4,2,0,0,0,0,0,0,0,0
ASAMST,181,1,G CHOY,0,16,10,2,2,0,0,0,0,0,0,0,0
ASAMST,183,1,E KIM,0,7,7,3,9,0,0,0,0,0,0,0,0
ASAMST,R002A,1,A LEONG,0,3,5,14,6,2,0,0,0,0,0,0,0
ASAMST,R002A,2,C LI,2,1,4,7,7,4,2,0,0,0,0,0,0
ASAMST,R002B,1,A LEONG,0,2,9,10,3,3,0,0,0,0,0,0,0
ASAMST,R002B,2,A LEBO-PLANAS,4,20,7,2,1,0,1,0,0,0,0,0,0
ASIANST,150,1,K YAMANAKA,5,15,8,3,0,2,0,0,0,0,0,0,0
ASTRON, 007B,1,J BLOOM,5,3,5,6,7,4,5,1,2,0,1,1,0
ASTRON,10,1,M DAVIS,1,12,6,10,9,1,1,3,1,0,0,0,1
ASTRON,121,1,C HEILES,5,4,0,2,0,0,0,1,1,0,1,0,0
ASTRON,C012,1,G MARCY,0,28,10,8,5,9,2,4,4,0,0,0,0
ASTRON,C161,1,A LEE,3,7,2,3,0,1,3,1,0,0,0,0,0
BIO ENG,100,1,T BUDINGER,5,23,10,15,10,6,4,4,2,0,0,0,0
BIO ENG,104,1,T JOHNSON,2,51,32,7,4,0,0,1,0,0,0,0,0
BIO ENG,110,1,S KUMAR,4,25,4,4,19,2,0,0,0,0,0,0,0
BIO ENG,115,1,T JOHNSON,2,19,11,4,0,0,0,0,0,0,0,0,0
BIO ENG, 121L,10,M DUECK,7,4,4,1,0,1,0,0,0,0,0,0,0
BIO ENG,143,1,T HEAD-GORDON,3,6,3,1,2,0,0,0,1,0,0,0,1
BIO ENG,C105B,1,V CAREY,1,9,13,24,8,3,2,0,0,0,0,0,0
BIO-CDB, 001A,1,M SCHLISSEL,3,109,34,59,82,76,59,82,72,16,22,14,24
BIO-CDB, 001AL,1,M MEIGHAN,3,112,77,55,67,64,71,53,58,1,11,6,24
BIO-IB, 001B,1,L FELDMAN,12,67,41,84,136,57,155,44,42,21,11,0,22
BIO-PB,11,1,M SHAPIRA,1,5,5,14,6,3,5,0,1,0,0,0,1
BUDDSTD,C050,1,B KELLNER,3,4,4,0,2,2,1,1,0,0,0,0,0
BUDDSTD,C114,1,B KELLNER,3,4,3,0,0,0,0,2,0,0,0,0,1
BUDDSTD,C126,1,D WILLIAMS,0,3,7,1,1,1,0,0,0,0,0,0,0
CELTIC,129,1,K KLAR,1,10,3,4,2,0,0,0,0,0,0,0,1
CELTIC,139,1,D MELIA,0,3,7,2,1,4,1,0,0,0,0,0,0
CELTIC,R001A,1,K STARR-REID,0,4,5,5,3,1,0,0,0,0,0,0,0
CELTIC,R001B,1,K STARR-REID,2,2,7,4,2,0,0,0,0,0,0,0,0
CHEM, 001A,1,H NITSCHE,10,121,74,26,85,7,7,35,2,0,8,0,3
CHEM, 001A,2,H NITSCHE,11,106,51,25,64,8,6,15,0,0,6,0,1
CHEM, 001B,1,R SAYKALLY,1,16,5,9,17,14,3,30,12,2,3,4,4
CHEM, 003A,1,J FRECHET,27,44,54,35,30,39,26,30,64,0,15,0,26
CHEM, 003A,2,J FRECHET,25,50,71,45,59,55,35,44,59,0,32,0,25
CHEM, 003AL,1,C LI,134,212,38,6,3,2,0,0,0,0,0,0,3
CHEM, 003AL,2,C LI,132,276,64,7,6,1,1,0,0,0,0,0,3
CHEM, 003B,1,S PEDERSEN,14,63,35,69,67,48,67,65,33,0,7,0,38
CHEM, 003BL,1,S PEDERSEN,11,70,183,38,31,10,9,2,1,4,0,0,3
CHEM, 004B,1,L MORETTO,4,26,0,49,32,9,5,14,0,0,2,0,1
CHEM,15,1,M MAJDA,0,7,0,0,8,0,0,4,0,0,0,0,0
CHEM,100,1,A STACY,1,24,4,1,0,1,0,0,0,0,0,0,0
CHEM, 104B,1,R ANDERSEN,3,4,7,7,8,5,4,7,0,0,5,0,3
CHEM,105,1,E WILLIAMS,3,7,4,5,4,2,3,4,0,0,1,0,1
CHEM, 112B,1,R SARPONG,5,11,25,30,18,16,8,2,1,0,0,0,0
CHEM,114,1,J ELLMAN,4,7,2,1,8,2,1,6,2,0,3,0,0
CHEM,115,1,N VIERNES,1,3,3,6,1,1,0,0,0,0,1,0,0
CHEM, 120A,1,W MILLER,2,5,5,12,18,0,12,14,6,0,1,0,1
CHEM, 120B,1,P GEISSLER,3,38,6,19,20,0,15,24,0,0,0,0,2
CHEM,125,1,H YANG,8,8,6,5,3,1,1,4,0,0,0,0,1
CHEM,135,1,J DOUDNA CATE,1,6,3,3,4,2,0,5,0,0,0,0,1
CHEM,C130,1,D WEMMER,0,8,1,2,9,2,2,4,0,0,0,0,1
CHEM,C150,1,J LONG,1,4,3,1,2,2,0,0,0,0,0,0,0
CHEM,C182,1,K BOERING,0,7,5,0,3,0,0,0,0,0,0,0,0
CHICANO,20,1,A DAVILA-SANCHEZ,0,4,12,4,2,0,0,0,0,0,0,0,0
CHICANO,40,1,L PEREZ,0,1,3,2,15,5,1,2,0,0,1,0,2
CHICANO,135,1,R TELLES,0,12,8,13,2,1,0,0,0,0,0,0,0
CHICANO, 150B,1,D MONTEJANO,3,6,7,9,9,2,0,2,0,0,0,0,0
CHICANO,161,1,M LASKY,0,1,2,1,10,1,0,1,0,0,0,0,0
CHICANO,165,1,A SARAGOZA,0,5,16,6,9,2,3,1,1,0,0,0,1
CHICANO,172,1,L CHAVEZ,0,14,2,6,7,0,0,0,0,0,0,0,0
CHICANO,179,1,B PESQUERA,0,5,4,2,0,1,0,1,0,0,0,0,2
CHICANO,180,1,R GROSFOGUEL,2,8,4,4,0,0,0,0,0,0,0,0,0
CHICANO,180,2,C RODRIGUEZ,0,1,2,8,1,0,0,0,0,0,0,0,0
CHICANO,180,3,R TELLES,0,4,19,1,2,0,0,0,0,0,0,0,0
CHINESE, 001B,2,H HSU,0,5,6,1,1,1,0,0,0,0,0,0,0
CHINESE, 001B,3,Y YANG,0,5,6,2,2,0,0,0,0,0,0,0,0
CHINESE, 001B,4,Y YANG,0,6,3,4,2,0,0,0,0,0,0,0,1
CHINESE, 001B,5,Y YANG,0,7,5,1,1,0,0,0,0,0,0,0,0
CHINESE, 001BX,1,L LIU,0,4,5,2,1,3,0,0,0,0,0,0,0
CHINESE, 001BX,2,L LIU,0,6,8,2,0,0,0,0,0,0,0,0,0
CHINESE, 001BX,3,L LIU,0,3,7,1,1,0,0,1,1,0,0,0,0
CHINESE, 001BX,4,L LIU,0,9,5,2,1,0,0,0,0,0,0,0,0
CHINESE, 001BY,1,H HSU,0,6,2,2,3,0,0,0,0,0,0,0,0
CHINESE, 001BY,2,L ZHANG,0,8,6,1,2,2,0,0,0,0,0,0,0
CHINESE, 001BY,3,L ZHANG,0,8,2,5,3,1,0,0,0,0,0,0,0
CHINESE, 007B,1,W SCHAEFER,0,6,11,8,8,3,1,1,1,0,0,0,0
CHINESE, 010B,1,C CHU,0,7,8,0,2,0,0,1,0,0,0,0,1
CHINESE, 010B,2,C CHU,0,8,3,1,1,0,0,0,0,0,0,0,0
CHINESE, 010B,3,C CHU,0,5,7,1,0,0,0,0,0,0,0,0,1
CHINESE, 010BX,1,R LI,0,9,4,5,1,0,0,0,0,0,0,0,0
CHINESE, 010BX,2,X LI,0,6,4,2,1,2,0,0,1,0,0,0,1
CHINESE, 010BX,3,D LIU,0,7,2,1,4,1,0,1,0,0,1,0,0
CHINESE, 010BX,4,X LI,0,9,3,1,1,0,0,0,0,0,0,0,0
CHINESE, 010BX,5,R LI,0,8,6,2,0,0,0,0,0,0,0,0,0
CHINESE, 010BX,6,L ZHANG,0,10,2,2,1,1,0,0,0,0,0,0,0
CHINESE, 100B,1,Y SHIAO,0,2,8,1,0,0,1,0,0,0,0,0,0
CHINESE, 100B,2,Y SHIAO,0,5,5,2,1,0,0,0,0,0,1,0,0
CHINESE, 100BX,1,I LI,0,11,5,0,0,0,0,0,0,0,0,0,1
CHINESE, 100BX,2,I LI,0,7,8,3,1,0,0,0,0,0,0,0,0
CHINESE, 100BX,3,I LI,0,8,6,3,1,0,0,0,0,0,0,0,1
CHINESE,102,1,I LI,0,9,7,1,1,0,0,0,0,0,0,0,0
CHINESE, 110B,1,P VARSANO,0,6,4,1,2,1,2,1,1,0,1,0,0
CHINESE,112,1,I LI,0,10,5,2,0,0,0,0,0,0,0,0,0
CHINESE,134,1,P VARSANO,0,3,4,2,0,1,1,0,0,0,0,0,0
CHINESE,157,1,A JONES,0,4,11,4,3,3,1,0,0,0,1,0,0
CHINESE,165,1,Z CHEN,0,5,5,5,3,0,0,0,0,0,0,0,2
CHINESE,188,1,A JONES,0,6,11,13,5,3,0,0,0,0,0,0,0
CHM ENG,142,1,A KATZ,2,7,5,10,15,27,5,1,2,0,0,0,2
CHM ENG, 150A,1,C RADKE,1,11,8,11,22,10,14,13,11,0,3,0,3
CHM ENG,154,1,X WANG,2,12,2,9,2,3,0,3,0,0,0,0,0
CHM ENG,157,1,R SEGALMAN,4,7,9,5,13,7,4,0,0,0,0,0,0
CHM ENG,160,1,R UPADHYE,5,20,10,6,5,2,0,0,0,0,0,0,0
CHM ENG,162,1,P WALLMAN,1,12,5,4,6,9,9,0,2,0,0,0,0
CHM ENG, 170B,1,D CLARK,2,3,3,4,3,2,0,0,0,0,0,0,0
CHM ENG,179,1,R MABOUDIAN,1,4,0,0,4,3,0,2,0,0,1,0,0
CHM ENG,195,22,C RADKE,3,5,0,0,0,2,1,1,0,0,0,0,0
CHM ENG,196,6,C RADKE,3,5,0,0,0,1,1,1,0,0,0,0,0
CHM ENG,C170L,1,R EPPLER,0,2,6,4,3,3,1,0,1,0,0,0,0
CIV ENG,11,1,A HORVATH,5,16,4,0,10,2,1,1,0,0,0,0,0
CIV ENG,60,1,C OSTERTAG,3,12,5,9,14,9,4,4,3,0,0,0,2
CIV ENG,70,1,N SITAR,1,10,22,21,5,7,3,1,0,0,1,0,0
CIV ENG,93,1,A DER KIUREGHIAN,1,9,3,10,11,8,4,1,0,0,1,0,1
CIV ENG,100,1,L SHIH,1,11,6,7,12,5,1,3,3,0,0,0,1
CIV ENG,107,1,W NAZAROFF,2,15,10,12,6,6,3,1,0,0,0,0,0
CIV ENG,111,1,T KIRCHSTETTER,5,5,4,4,12,6,2,3,2,0,0,0,1
CIV ENG,112,1,S HERMANOWICZ,0,14,10,4,0,0,0,0,0,0,0,0,0
CIV ENG,120,1,J MOEHLE,1,10,6,5,19,4,0,4,0,0,1,0,1
CIV ENG,121,1,F FILIPPOU,1,8,13,15,11,2,2,0,1,0,0,0,1
CIV ENG,122,1,B STOJADINOVIC,2,8,5,6,3,1,0,0,0,0,0,0,0
CIV ENG,123,1,S MAHIN,3,12,5,3,8,4,0,0,0,0,0,0,0
CIV ENG,130,1,S LI,6,34,22,17,22,8,4,3,0,0,1,0,0
CIV ENG,130,2,T MORGAN,3,8,3,6,9,3,3,6,1,0,2,0,2
CIV ENG,140,1,C OSTERTAG,0,8,5,6,11,8,6,1,0,0,0,0,0
CIV ENG,155,1,C DAGANZO,4,5,2,22,9,10,1,0,3,0,0,0,0
CIV ENG,165,1,P MONTEIRO,2,22,10,13,12,5,1,1,0,0,0,0,1
CIV ENG,167,1,I TOMMELEIN,4,7,8,12,14,7,8,4,1,0,0,0,1
CIV ENG,172,1,S GLASER,0,2,3,1,6,3,1,3,0,0,0,0,0
CIV ENG,175,1,PESTANA-NASCIMENTO,2,29,15,6,0,0,0,0,0,0,0,0,0
CIV ENG,180,1,R BEA,12,8,7,0,0,0,0,0,0,0,0,0,0
CIV ENG,192,1,A KANAFANI,0,47,23,14,0,0,0,0,0,0,0,0,0
CIV ENG,C116,1,G SPOSITO,1,15,3,2,5,0,1,3,0,1,0,0,1
CIV ENG,C133,1,T ZOHDI,0,1,2,1,6,1,0,0,0,0,1,0,0
CIV ENG,C154,1,K FRICK,0,8,6,10,2,1,0,0,0,0,0,0,1
CLASSIC, 010B,1,T MURPHY,11,36,20,14,13,4,1,5,3,0,2,1,1
CLASSIC, 017B,1,M ALLEN,3,13,4,2,5,5,1,0,1,0,3,0,0
CLASSIC,28,1,K SHELTON,13,62,63,52,31,25,16,13,8,2,3,2,12
CLASSIC,36,1,G FERRARI,5,26,21,18,4,4,2,0,0,0,0,0,0
CLASSIC,124,1,G FERRARI,1,7,13,4,3,0,0,0,0,0,0,0,0
CLASSIC,161,1,M GRIFFITH,2,7,6,10,5,2,1,0,0,0,0,0,0
CLASSIC, 175D,1,C GREENEWALT,0,7,15,2,3,0,0,1,0,0,0,0,0
COG SCI,C001,1,J HUDIN,1,25,33,16,4,1,0,0,0,0,0,0,4
COG SCI,C101,1,E SWEETSER,0,5,7,5,11,8,2,5,0,0,1,0,3
COG SCI,C104,1,G LAKOFF,1,7,3,0,3,0,0,0,0,0,1,0,0
COG SCI,C131,1,J CARMENA,6,11,4,5,4,1,1,0,1,0,0,0,3
COLWRIT, 010A,1,C HILL,0,8,7,2,0,0,0,0,0,0,0,0,0
COLWRIT, 010A,2,J LEVINE,0,9,5,1,0,0,0,0,0,0,0,0,0
COLWRIT,151,1,C COLE,0,10,0,1,1,0,0,1,0,0,0,0,0
COLWRIT,R001A,5,H KIRN,0,1,0,2,0,6,1,1,0,0,1,0,1
COLWRIT,R001A,9,D SKOLNICK,0,1,1,2,3,4,0,0,0,0,0,0,0
COLWRIT,R001A,10,J LANG,0,4,0,2,3,0,1,0,1,0,0,0,0
COLWRIT,R001A,15,Y CHIANG,0,1,2,2,4,0,0,0,1,0,0,0,1
COLWRIT,R001A,17,M WALD,0,1,0,1,2,1,1,2,0,1,1,0,1
COLWRIT,R001A,20,J LEVINE,0,3,0,1,5,0,3,0,0,0,0,0,1
COLWRIT,R001A,21,C HILL,0,0,4,3,1,1,1,0,1,0,0,1,0
COLWRIT,R001A,22,P HAMMONS,0,4,1,3,0,0,3,0,0,1,0,0,0
COLWRIT,R001A,23,M ERICKSON,0,0,2,1,4,1,3,0,0,0,0,0,0
COLWRIT,R001A,24,C GATES,0,0,4,3,2,1,0,0,0,0,1,0,0
COLWRIT,R004B,1,S BOBO,1,3,2,4,3,0,0,0,0,0,0,0,1
COLWRIT,R004B,2,C OAKES,0,1,6,5,2,2,1,0,0,0,0,0,0
COLWRIT,R004B,4,S BOBO,0,0,1,6,6,2,0,0,0,0,0,0,1
COLWRIT,R004B,5,P HAMMONS,0,6,1,3,0,0,3,1,1,0,0,0,0
COLWRIT,R004B,6,G OFFEN-BROWN,0,2,5,4,3,1,0,0,0,0,0,0,0
COLWRIT,R004B,7,J LANG,0,3,2,2,4,1,3,0,0,0,0,0,0
COLWRIT,R004B,8,P STEENLAND,0,4,1,2,2,3,2,1,0,0,1,0,0
COLWRIT,R004B,9,M LARKIN,0,3,1,2,4,5,1,0,0,0,0,0,0
COLWRIT,R004B,10,P STEENLAND,0,6,2,3,1,1,1,1,1,0,1,0,0
COLWRIT,R004B,12,M LARKIN,0,4,4,3,2,1,1,0,0,0,0,0,0
COLWRIT,R004B,14,M BAPTISTE,0,5,6,2,1,0,0,0,0,0,0,0,0
COLWRIT,R004B,15,D FLASH,0,0,1,6,3,2,0,0,0,0,0,0,1
COM LIT, 041A,1,S TRAMEL,2,9,3,2,2,0,1,0,0,0,0,0,0
COM LIT, 041E,1,P HAACKE,0,5,4,3,1,0,1,0,0,0,0,0,0
COM LIT,50,1,L SMITH,0,11,2,1,0,0,0,0,0,0,0,0,0
COM LIT, 060AC,1,M ALLAN,1,10,6,2,1,1,1,0,1,1,0,0,0
COM LIT, 060AC,2,L RAMOS,0,6,10,7,0,0,0,0,0,0,0,0,0
COM LIT,100,1,K MCCARTHY,0,6,8,1,3,1,0,0,0,0,0,0,0
COM LIT,100,2,L GARCIA-MORENO,0,4,3,4,0,0,0,0,0,0,0,0,1
COM LIT,155,1,R KAUFMAN,0,4,2,9,0,0,1,0,0,0,0,0,0
COM LIT,155,2,M LUCEY,1,3,11,2,1,0,0,0,0,0,0,0,0
COM LIT,190,1,F MASIELLO,0,9,3,1,0,0,0,0,0,0,0,0,0
COM LIT,R001A,1,Y SAYAR,0,8,6,6,0,0,1,1,0,0,0,0,0
COM LIT,R001A,2,S MILKOVA,0,5,4,6,1,1,0,0,0,0,0,0,0
COM LIT,R001A,3,J RAMEY,1,3,6,3,0,0,0,0,0,0,0,0,0
COM LIT,R001A,4,S LORENZ,0,4,4,4,3,2,0,0,0,0,0,0,1
COM LIT,R001B,1,L RUBMAN,0,8,3,2,2,1,1,0,0,0,0,0,0
COM LIT,R001B,2,K SPIRA,0,2,9,12,5,0,0,0,0,0,0,0,0
COM LIT,R001B,3,M CUDAHY,0,4,6,3,2,2,1,0,0,0,0,0,0
COM LIT,R001B,4,S POPKIN,0,7,7,2,0,0,0,0,0,0,0,0,0
COM LIT,R001B,5,J RAMEY,2,17,4,2,0,0,0,0,0,0,0,0,0
COM LIT,R001B,7,M CUDAHY,0,3,6,2,5,0,1,0,0,0,0,0,0
COM LIT,R001B,8,T WARNER,0,11,3,4,4,5,2,1,1,0,0,0,1
COM LIT,R001B,9,D SIMON,0,6,11,3,2,1,0,0,0,0,0,0,0
COM LIT,R001B,11,J CRUZ,0,5,27,3,1,0,0,0,0,0,0,0,0
COM LIT,R001B,12,T SINGLETON,2,11,2,1,0,0,0,0,0,0,0,0,0
COM LIT,R001B,13,K PALAU,0,11,3,6,5,4,1,0,1,0,0,0,0
COM LIT,R001B,14,S SCHWARTZ,0,5,6,5,2,1,0,0,0,0,0,0,0
COM LIT,R001B,15,S MILKOVA,0,4,13,8,5,2,1,0,0,0,0,0,0
COM LIT,R001B,16,S HERBOLD,1,0,4,3,2,1,2,0,0,0,0,0,0
COM LIT,R001B,17,K NIELSEN,0,3,4,4,2,1,1,0,0,0,0,0,0
COMPSCI, 003L,1,N TITTERTON,3,38,14,9,6,2,1,2,0,0,0,0,1
COMPSCI, 003S,1,D GARCIA,1,18,2,1,6,0,0,5,0,0,0,0,6
COMPSCI, 047B,1,D GARCIA,0,4,4,0,1,0,1,5,0,0,1,0,1
COMPSCI, 061A,1,B HARVEY,30,18,15,24,19,19,17,13,10,2,8,2,15
COMPSCI, 061BL,1,M CLANCY,3,34,30,25,15,17,9,6,4,0,4,0,6
COMPSCI, 061C,1,D GARCIA,10,26,18,37,6,30,10,15,7,0,19,0,16
COMPSCI,70,1,D WAGNER,3,54,24,13,10,8,3,6,3,0,0,0,1
COMPSCI,150,1,K PISTER,3,13,9,1,5,3,0,3,0,0,1,0,1
COMPSCI,152,1,K ASANOVIC,1,6,0,5,3,0,0,4,1,1,0,0,1
