CourseID,CNUM,SECTION,INSTNAME,A +,A,A -,B +,B,B -,C +,C,C -,D +,D,D -,F
CHM ENG,160,1,R UPADHYE,3,5,7,17,6,4,4,1,0,0,0,1,0,0,,0,,0
CHM ENG,162,1,P WALLMAN,1,8,7,9,9,10,0,2,0,0,1,0,0,0,,0,,0
CHM ENG, 170A,1,D ERCEK,6,6,4,5,4,9,2,2,1,0,0,0,1,0,,0,,0
CHM ENG,180,1,G SCHOOFS,0,3,0,1,0,1,0,0,0,0,0,0,0,1,,0,,0
CHM ENG,185,1,S CISTON,0,5,5,2,4,0,0,0,0,0,0,0,0,0,,0,,0
CHM ENG,185,2,S CISTON,0,0,3,0,0,1,0,0,0,0,0,0,0,0,,0,,0
CHM ENG,C178,1,R SEGALMAN,6,7,5,2,8,3,2,2,1,0,0,0,0,0,,0,,0
CIV ENG,60,1,C OSTERTAG,0,6,12,6,15,10,6,7,1,2,1,1,2,1,,2,,0
CIV ENG,70,1,N SITAR,1,12,10,5,7,6,3,0,0,0,0,0,0,0,,0,,0
CIV ENG,93,1,M HANSEN,1,2,3,3,3,2,2,2,0,0,0,0,0,0,,0,,0
CIV ENG,98,4,J WALKER,0,0,0,0,0,0,0,0,0,0,0,0,0,27,,1,,0
CIV ENG,100,1,E VARIANO,3,11,17,10,9,3,3,1,1,0,2,0,0,1,,0,,0
CIV ENG,111,1,K NELSON,5,30,6,10,11,4,7,10,8,0,0,1,0,0,,1,,0
CIV ENG,115,1,D SEDLAK,2,9,4,8,9,0,4,2,2,0,1,0,0,1,,0,,0
CIV ENG,122,1,A ASTANEH-ASL,1,17,12,2,2,0,0,0,0,0,0,0,1,0,,0,,0
CIV ENG,123,1,M PANAGIOTOU,0,8,7,14,6,5,0,1,0,0,1,0,0,0,,0,,0
CIV ENG,124,1,M STEVENSON,6,14,10,9,2,2,1,0,0,0,1,1,0,0,,0,,0
CIV ENG,153,1,J RAKAS,1,14,2,1,0,0,0,0,0,0,0,0,0,0,,0,,0
CIV ENG,156,1,J WALKER,2,10,15,9,3,6,1,1,0,0,1,0,0,0,,1,,0
CIV ENG,166,1,A HORVATH,2,33,3,5,3,1,0,0,0,0,0,0,0,0,,0,,0
CIV ENG,167,1,C IBBS,0,8,9,7,9,10,12,10,3,0,1,0,0,0,,0,,0
CIV ENG,171,1,S GLASER,0,3,0,4,2,1,3,0,0,0,0,0,2,0,,0,,0
CIV ENG,173,1,Y RUBIN,8,6,2,7,10,11,3,1,0,0,0,0,1,0,,0,,0
CIV ENG,175,1,J BRAY,2,7,11,19,10,8,2,0,0,0,0,0,0,0,,0,,1
CIV ENG,177,1,R SHORT,0,10,18,2,15,6,1,3,0,0,0,0,1,0,,0,,0
CIV ENG,191,1,R SENGUPTA,2,4,1,11,9,2,1,0,1,0,0,0,0,0,,0,,0
CIV ENG,192,1,J RECTOR,0,65,13,0,6,1,0,0,0,0,0,0,0,1,,0,,0
CIV ENG,193,1,A DER KIUREGHIAN,2,4,6,9,4,1,0,1,0,0,0,0,0,0,,0,,0
CIV ENG,198,3,#N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,0,,0
CIV ENG,C030,1,G JOHNSON,1,4,11,8,7,6,5,1,2,1,1,1,0,0,,0,,0
CIV ENG,C030,2,S LI,2,16,7,8,2,3,0,2,0,0,0,0,2,0,,0,,0
CIV ENG,C106,1,A GOLDSTEIN,0,5,4,3,3,1,1,1,0,0,0,0,0,0,,0,,0
CIV ENG,C178,1,J RECTOR,1,6,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0
CLASSIC, 010A,1,D MASTRONARDE,0,19,15,25,17,4,2,6,1,0,2,1,3,30,,8,,0
CLASSIC, 017A,1,K SHELTON,1,7,7,4,4,1,0,3,3,0,0,0,0,9,,0,,1
CLASSIC,35,1,M GRIFFITH,0,7,10,6,3,2,0,0,0,0,0,0,0,2,,1,,0
CLASSIC, 039I,1,J PENA,0,3,1,5,4,0,1,1,0,0,0,0,0,0,,0,,1
CLASSIC,121,1,A BULLOCH,5,17,13,11,9,3,1,0,0,0,0,0,2,10,,1,,1
CLASSIC,130,1,J PENA,0,6,4,1,4,0,0,0,0,0,0,0,0,1,,0,,1
