Enrollment Cnt,Course Control Nbr,% Grades Receivedof Enrollment,Course Control Nbr,Letter Grd Cnt,Course Control Nbr,Instructor Name,Average Grade,Course Subject Short Nm,Course Number,Section Nbr,Grade Subtype Desc,Grade Type Desc,Grade Nm,Course Title Nm
2,13571,,13571,,13571,Ronald Rael; Anamaya Farthing-Kohl,,Art Practice,8,101,A,Letter Grade,A-,Intro Vis Thinking
1,13571,,13571,,13571,Ronald Rael; Anamaya Farthing-Kohl,,Art Practice,8,101,B,Letter Grade,B,Intro Vis Thinking
15,14504,,14504,,14504,Ronald Rael; Samuel Wildman,,Art Practice,8,201,A,Letter Grade,A,Intro Vis Thinking
5,14505,,14505,,14505,Ronald Rael; Salimatu Amabebe,,Art Practice,8,301,A,Letter Grade,A+,Intro Vis Thinking
3,14505,,14505,,14505,Ronald Rael; Salimatu Amabebe,,Art Practice,8,301,A,Letter Grade,A,Intro Vis Thinking
2,14505,,14505,,14505,Ronald Rael; Salimatu Amabebe,,Art Practice,8,301,A,Letter Grade,A-,Intro Vis Thinking
1,14505,,14505,,14505,Ronald Rael; Salimatu Amabebe,,Art Practice,8,301,B,Letter Grade,B+,Intro Vis Thinking
4,13579,,13579,,13579,Ronald Rael; Valencia James,,Art Practice,8,401,A,Letter Grade,A,Intro Vis Thinking
1,13579,,13579,,13579,Ronald Rael; Valencia James,,Art Practice,8,401,A,Letter Grade,A-,Intro Vis Thinking
1,13579,,13579,,13579,Ronald Rael; Valencia James,,Art Practice,8,401,Credit,Non-Letter Grade,Pass,Intro Vis Thinking
8,13417,,13417,,13417,Emily Gui,,Art Practice,12,001,A,Letter Grade,A,Drawing: Fdns
1,13417,,13417,,13417,Emily Gui,,Art Practice,12,001,A,Letter Grade,A-,Drawing: Fdns
1,13417,,13417,,13417,Emily Gui,,Art Practice,12,001,Credit,Non-Letter Grade,Satisfactory,Drawing: Fdns
3,14221,,14221,,14221,Fred Dewitt,,Art Practice,12,002,A,Letter Grade,A+,Drawing: Fdns
7,14221,,14221,,14221,Fred Dewitt,,Art Practice,12,002,A,Letter Grade,A,Drawing: Fdns
4,14221,,14221,,14221,Fred Dewitt,,Art Practice,12,002,A,Letter Grade,A-,Drawing: Fdns
2,14221,,14221,,14221,Fred Dewitt,,Art Practice,12,002,Credit,Non-Letter Grade,Pass,Drawing: Fdns
9,13488,,13488,,13488,Christopher Christion,,Art Practice,13,001,A,Letter Grade,A,Painting: Fdns
3,13488,,13488,,13488,Christopher Christion,,Art Practice,13,001,A,Letter Grade,A-,Painting: Fdns
1,13488,,13488,,13488,Christopher Christion,,Art Practice,13,001,B,Letter Grade,B,Painting: Fdns
1,13488,,13488,,13488,Christopher Christion,,Art Practice,13,001,B,Letter Grade,B-,Painting: Fdns
1,13488,,13488,,13488,Christopher Christion,,Art Practice,13,001,Credit,Non-Letter Grade,Pass,Painting: Fdns
3,13421,,13421,,13421,Arielle Rebek,,Art Practice,21,001,A,Letter Grade,A+,Digital Photo: Fdns
4,13421,,13421,,13421,Arielle Rebek,,Art Practice,21,001,A,Letter Grade,A,Digital Photo: Fdns
4,13421,,13421,,13421,Arielle Rebek,,Art Practice,21,001,A,Letter Grade,A-,Digital Photo: Fdns
1,13421,,13421,,13421,Arielle Rebek,,Art Practice,21,001,B,Letter Grade,B,Digital Photo: Fdns
1,13421,,13421,,13421,Arielle Rebek,,Art Practice,21,001,Credit,Non-Letter Grade,Pass,Digital Photo: Fdns
1,14306,,14306,,14306,Arielle Rebek,,Art Practice,21,002,A,Letter Grade,A+,Digital Photo: Fdns
4,14306,,14306,,14306,Arielle Rebek,,Art Practice,21,002,A,Letter Grade,A,Digital Photo: Fdns
7,14306,,14306,,14306,Arielle Rebek,,Art Practice,21,002,A,Letter Grade,A-,Digital Photo: Fdns
1,14306,,14306,,14306,Arielle Rebek,,Art Practice,21,002,Credit,Non-Letter Grade,Pass,Digital Photo: Fdns
26,14501,,14501,,14501,Greg Niemeyer; Ronald Rael; Fei Pan; Anamaya Farthing-Kohl,,Art Practice,23AC,001,A,Letter Grade,A,Digital Media: Fdns
9,14501,,14501,,14501,Greg Niemeyer; Ronald Rael; Fei Pan; Anamaya Farthing-Kohl,,Art Practice,23AC,001,A,Letter Grade,A-,Digital Media: Fdns
2,14501,,14501,,14501,Greg Niemeyer; Ronald Rael; Fei Pan; Anamaya Farthing-Kohl,,Art Practice,23AC,001,B,Letter Grade,B+,Digital Media: Fdns
2,14501,,14501,,14501,Greg Niemeyer; Ronald Rael; Fei Pan; Anamaya Farthing-Kohl,,Art Practice,23AC,001,B,Letter Grade,B,Digital Media: Fdns
2,14501,,14501,,14501,Greg Niemeyer; Ronald Rael; Fei Pan; Anamaya Farthing-Kohl,,Art Practice,23AC,001,B,Letter Grade,B-,Digital Media: Fdns
1,14501,,14501,,14501,Greg Niemeyer; Ronald Rael; Fei Pan; Anamaya Farthing-Kohl,,Art Practice,23AC,001,C,Letter Grade,C+,Digital Media: Fdns
1,14501,,14501,,14501,Greg Niemeyer; Ronald Rael; Fei Pan; Anamaya Farthing-Kohl,,Art Practice,23AC,001,F,Letter Grade,F,Digital Media: Fdns
5,14501,,14501,,14501,Greg Niemeyer; Ronald Rael; Fei Pan; Anamaya Farthing-Kohl,,Art Practice,23AC,001,Credit,Non-Letter Grade,Pass,Digital Media: Fdns
3,14420,,14420,,14420,Gaia WXYZ,,Art Practice,25,001,A,Letter Grade,A+,Graphic Novel: Fdns
8,14420,,14420,,14420,Gaia WXYZ,,Art Practice,25,001,A,Letter Grade,A,Graphic Novel: Fdns
6,14421,,14421,,14421,Gabrielle Wolodarski,,Art Practice,103,001,A,Letter Grade,A,Adv Pntng Portrait
1,14421,,14421,,14421,Gabrielle Wolodarski,,Art Practice,103,001,B,Letter Grade,B,Adv Pntng Portrait
14,13564,,13564,,13564,Samuel Wildman,,Art Practice,118,001,A,Letter Grade,A,Adv Draw Figure
6,13390,,13390,,13390,Asma Kazmi,,Art Practice,119,001,A,Letter Grade,A,Gpca
2,13390,,13390,,13390,Asma Kazmi,,Art Practice,119,001,A,Letter Grade,A-,Gpca
1,13390,,13390,,13390,Asma Kazmi,,Art Practice,119,001,Credit,Non-Letter Grade,Pass,Gpca
10,14222,,14222,,14222,Sholeh Asgary,,Art Practice,119,002,A,Letter Grade,A+,Gpca
3,14222,,14222,,14222,Sholeh Asgary,,Art Practice,119,002,A,Letter Grade,A,Gpca
1,14222,,14222,,14222,Sholeh Asgary,,Art Practice,119,002,B,Letter Grade,B-,Gpca
2,14222,,14222,,14222,Sholeh Asgary,,Art Practice,119,002,Credit,Non-Letter Grade,Pass,Gpca
3,15696,,15696,,15696,Jill Miller,,Art Practice,160,001,A,Letter Grade,A+,Spec Topics Vis Std
18,15696,,15696,,15696,Jill Miller,,Art Practice,160,001,A,Letter Grade,A,Spec Topics Vis Std
8,14223,,14223,,14223,Minoosh Zomorodinia,,Art Practice,180,001,A,Letter Grade,A,Advanced Digital Ph
2,14223,,14223,,14223,Minoosh Zomorodinia,,Art Practice,180,001,A,Letter Grade,A-,Advanced Digital Ph
